,mean,sd,q05,q95,threshold,probability,FDR
GFPT1,0.65464133,0.5094418,-0.1497567445039749,1.530813294649124,1,0.236,0.33540967387321313
ARHGEF3,0.6962622,0.4160335,0.013687300682067884,1.3684604525566102,1,0.236,0.33540967387321313
XRCC5,-0.721507,0.3644341,-1.2656566500663757,-0.07613660544157046,1,0.236,0.33540967387321313
PLEKHF1,0.7462887,0.37136394,0.14814452826976776,1.3651507198810575,1,0.236,0.33540967387321313
OR56B1,0.7938346,0.28659308,0.3432143494486809,1.2626961350440977,1,0.236,0.33540967387321313
USH1G,-0.7505202,0.32234198,-1.204615181684494,-0.19786674380302444,1,0.236,0.33540967387321313
ADA2,0.6699024,0.44077867,-0.0924452617764473,1.365877056121826,1,0.236,0.33540967387321313
DNAJA4,0.76718956,0.31642297,0.2564615219831467,1.2679218113422392,1,0.236,0.33540967387321313
NECAP2,0.7319857,0.36712164,0.1619104266166687,1.3458945214748381,1,0.236,0.33540967387321313
ATP5PD,0.7370012,0.36307085,0.146656009554863,1.364863097667694,1,0.236,0.33540967387321313
DLST,0.6319393,0.5190046,-0.17628403976559637,1.4973244607448577,1,0.236,0.33540967387321313
ZNF329,0.69853896,0.37299564,0.09863629192113878,1.3136713147163392,1,0.236,0.33540967387321313
SLC4A11,-0.7375571,0.34697467,-1.2326354265213013,-0.07225636243820209,1,0.236,0.33540967387321313
DDIT4,0.8439974,0.20469294,0.5109590113162994,1.1739541232585906,1,0.236,0.33540967387321313
"EEF1E1-BLOC1S5,EEF1E1",0.74475884,0.36459187,0.15748040601611135,1.33083416223526,1,0.236,0.33540967387321313
ELP3,0.7600032,0.3253249,0.2343276232481003,1.2957853138446807,1,0.236,0.33540967387321313
BMP3,-0.72167933,0.37491727,-1.2762851417064667,-0.0363906502723698,1,0.236,0.33540967387321313
RNLS,0.7268231,0.38184032,0.09417003989219666,1.339604955911636,1,0.235,0.3364304514713943
KCTD13,-0.68944734,0.40354857,-1.2866746723651885,0.03433911502361252,1,0.235,0.3364304514713943
EMG1,0.7655474,0.338601,0.22469086796045304,1.3081023335456847,1,0.235,0.3364304514713943
ZNF324B,0.7575378,0.3150314,0.26868808120489124,1.2574061036109923,1,0.235,0.3364304514713943
INSYN2B,-0.66931194,0.4331834,-1.2935132086277008,0.1017366111278533,1,0.235,0.3364304514713943
TP63,-0.6855797,0.41149083,-1.2900923609733583,0.012896567583084072,1,0.235,0.3364304514713943
CBLC,0.7043987,0.39074907,0.07341094315052032,1.365641790628433,1,0.235,0.3364304514713943
SLC44A1,0.76686704,0.32496333,0.2228905141353607,1.303914326429367,1,0.235,0.3364304514713943
MSLN,-0.7153498,0.36904544,-1.2385662913322448,-0.03521991372108507,1,0.235,0.3364304514713943
SLC35B1,0.7152169,0.37973234,0.09563193619251252,1.3533030152320862,1,0.235,0.3364304514713943
CATIP,0.75936234,0.34374535,0.17680487036705017,1.358923304080963,1,0.235,0.3364304514713943
SGF29,-0.76484275,0.31352302,-1.2351431965827941,-0.23212786689400686,1,0.235,0.3364304514713943
SLC4A1,-0.70896745,0.38356018,-1.2879131078720092,-0.02412524819374096,1,0.235,0.3364304514713943
SYT3,0.6999226,0.44049042,-0.025823555886745446,1.4332186937332154,1,0.234,0.33737060003647606
LSM14A,0.6919355,0.4293789,0.005064860661514125,1.3964452028274534,1,0.234,0.33737060003647606
PCDH1,0.783769,0.27752802,0.3140232980251312,1.220624655485153,1,0.234,0.33737060003647606
MYO7B,-0.6788728,0.41686243,-1.2683639764785766,0.08532215952873172,1,0.234,0.33737060003647606
PLA2G3,-0.70371157,0.39778692,-1.286268597841263,0.0344678848981857,1,0.234,0.33737060003647606
MGAT4C,0.6871378,0.4505366,-0.03818714022636412,1.4499356269836425,1,0.234,0.33737060003647606
DPY19L4,0.8192301,0.25558805,0.39396463334560394,1.2198288917541504,1,0.234,0.33737060003647606
"LILRB1,LILRB2,LILRA1",-0.69858503,0.40634418,-1.2942401707172393,0.05502466112375236,1,0.234,0.33737060003647606
CEACAM21,0.76452243,0.32447895,0.2422762051224709,1.2850146949291228,1,0.234,0.33737060003647606
KLF4,0.775757,0.31137708,0.24407944306731225,1.2966950356960296,1,0.234,0.33737060003647606
RAB18,0.7302158,0.35893032,0.11990133896470072,1.310513985157013,1,0.234,0.33737060003647606
"TRIM16L,TRIM16",-0.6417,0.47147295,-1.3207836091518401,0.1927001804113382,1,0.234,0.33737060003647606
DNAH10,0.8004289,0.26694605,0.3679629176855087,1.2326898515224456,1,0.233,0.33830882620564107
KCNK9,-0.69174355,0.39754474,-1.2659116148948668,0.015278583765029713,1,0.233,0.33830882620564107
CCDC92,0.6846413,0.4087307,0.009350669384002693,1.345243692398071,1,0.233,0.33830882620564107
"LOC112268042,DOCK8",0.71627384,0.39726043,0.07368288338184358,1.3864359378814697,1,0.233,0.33830882620564107
CYTH1,-0.747006,0.33154613,-1.252405732870102,-0.15601882562041333,1,0.233,0.33830882620564107
LELP1,0.7002407,0.40179166,0.03166773915290834,1.3811037480831145,1,0.233,0.33830882620564107
CAPN15,0.6474796,0.48985255,-0.15307702869176865,1.5098919928073884,1,0.233,0.33830882620564107
PDZD4,0.6480423,0.46143374,-0.0765945632010698,1.3956247508525843,1,0.233,0.33830882620564107
ACOX3,0.7930475,0.27963716,0.32853737324476245,1.225075912475586,1,0.233,0.33830882620564107
CXorf56,0.7356835,0.368112,0.16728044673800468,1.3575777530670166,1,0.233,0.33830882620564107
IFFO2,-0.67563164,0.43089548,-1.311198115348816,0.046501260995864144,1,0.233,0.33830882620564107
OR6S1,-0.72268176,0.34817356,-1.2332653462886811,-0.1207736670970917,1,0.233,0.33830882620564107
NPHP4,0.75104165,0.3218547,0.22740219831466676,1.2819128334522247,1,0.232,0.33916727206683556
GAB3,-0.7568352,0.32615685,-1.249871450662613,-0.1925906121730806,1,0.232,0.33916727206683556
CERK,-0.6584591,0.4276536,-1.2415852189064025,0.16812004745006515,1,0.232,0.33916727206683556
S100A5,0.6622621,0.45166785,-0.06092802956700324,1.3980817973613737,1,0.232,0.33916727206683556
MT4,-0.6656044,0.42240587,-1.2818300664424898,0.11056069135665884,1,0.232,0.33916727206683556
STX6,-0.62878317,0.46684235,-1.2689184486865999,0.21297248899936636,1,0.232,0.33916727206683556
AMZ2,0.81596917,0.265699,0.3821989819407463,1.255381298065185,1,0.232,0.33916727206683556
CHRNA10,-0.72215974,0.34816992,-1.2110746026039123,-0.1111691907048227,1,0.232,0.33916727206683556
CIDEC,0.64293283,0.4884725,-0.16521502435207366,1.4626769363880157,1,0.232,0.33916727206683556
SEC24B,0.70790464,0.38832885,0.08691570237278941,1.3899090886116028,1,0.232,0.33916727206683556
CIAPIN1,0.68002075,0.45528287,-0.05294958949089048,1.3962827146053307,1,0.232,0.33916727206683556
TMUB2,0.7607203,0.32315683,0.19897447749972344,1.2990210592746734,1,0.231,0.34010202972091275
IPO5,0.8687371,0.18898886,0.5498687922954559,1.2021721124649045,1,0.231,0.34010202972091275
NAF1,0.75451964,0.32855213,0.22442812174558638,1.2840619146823882,1,0.231,0.34010202972091275
OR2V1,-0.667917,0.4349679,-1.2944317758083344,0.13630295097827852,1,0.231,0.34010202972091275
TRRAP,0.6132368,0.505215,-0.21586317420005796,1.47379531264305,1,0.231,0.34010202972091275
ADCK2,0.7024145,0.4210053,0.004950174689292923,1.3795222818851467,1,0.231,0.34010202972091275
ECM1,0.702337,0.4000489,0.052811020612716676,1.3625188350677488,1,0.231,0.34010202972091275
VPS33B,0.7417852,0.3463447,0.20913052856922154,1.3222016394138334,1,0.231,0.34010202972091275
MEF2A,0.6388316,0.4850852,-0.1596137911081314,1.4233823478221888,1,0.231,0.34010202972091275
MRPS31,0.6626631,0.4793411,-0.12288866639137266,1.4859326541423796,1,0.231,0.34010202972091275
SFTPB,0.6849617,0.4412864,-0.030122952163219453,1.432526957988739,1,0.231,0.34010202972091275
TMEM139,-0.7551856,0.3257322,-1.2265743792057036,-0.1663055047392846,1,0.231,0.34010202972091275
"ARL2-SNX15,SNX15",0.7322499,0.3580892,0.12386948317289354,1.3315418303012847,1,0.23,0.34095731597033757
CYP24A1,0.73608375,0.37188014,0.11584439724683762,1.3703412592411042,1,0.23,0.34095731597033757
PRICKLE2,-0.71732,0.3779528,-1.2953648567199707,-0.060318702459335564,1,0.23,0.34095731597033757
ZNF449,0.73992395,0.35930595,0.1706840753555298,1.3427141129970548,1,0.23,0.34095731597033757
UBR2,0.60518193,0.5077564,-0.22350252866744993,1.4150412559509278,1,0.23,0.34095731597033757
RALGPS2,0.70236754,0.3990992,0.0553913027048111,1.3651480734348296,1,0.23,0.34095731597033757
GALNT7,0.68953407,0.4068494,0.0033922031521797227,1.3555341124534606,1,0.23,0.34095731597033757
KIF2A,-0.81833154,0.23556384,-1.1897560775279998,-0.41602797806262976,1,0.23,0.34095731597033757
EPHB6,0.7308161,0.3488342,0.12081562504172326,1.2935882687568663,1,0.23,0.34095731597033757
COA1,-0.6754685,0.40898886,-1.2434574902057647,0.054006369411945164,1,0.23,0.34095731597033757
JMJD7,0.68400335,0.41477957,-0.0017274796962737943,1.3526959180831903,1,0.23,0.34095731597033757
RC3H1,0.7446566,0.36086205,0.15528145059943202,1.3754656732082364,1,0.229,0.3418886482584364
PPDPF,0.88342845,0.1510085,0.6283635139465332,1.1277013540267944,1,0.229,0.3418886482584364
IER5L,0.75661606,0.33912235,0.20378546640276907,1.3138617753982542,1,0.229,0.3418886482584364
ARID4B,-0.6705499,0.43500957,-1.2839142560958863,0.1353919439017772,1,0.229,0.3418886482584364
SELENOF,0.7289492,0.3708005,0.16538388133049012,1.3740988731384276,1,0.229,0.3418886482584364
ISOC2,0.6983283,0.42207146,-0.021232835948467248,1.4078252673149103,1,0.229,0.3418886482584364
TCF23,-0.66686565,0.4217883,-1.267576551437378,0.08149601817130929,1,0.229,0.3418886482584364
MICOS10,-0.691514,0.39847186,-1.2799924612045288,0.03904157876968372,1,0.229,0.3418886482584364
ZNF302,-0.590746,0.50133103,-1.3013815343379973,0.3027098536491394,1,0.229,0.3418886482584364
SLC25A28,0.73330724,0.3722678,0.11187260150909424,1.339998620748519,1,0.229,0.3418886482584364
RAB3D,0.71900517,0.37716407,0.09703438095748425,1.3487656652927396,1,0.229,0.3418886482584364
HIVEP3,-0.6547919,0.44480154,-1.298851239681244,0.09118345379829397,1,0.229,0.3418886482584364
DNAJC8,-0.6263599,0.4971619,-1.3690426290035247,0.281557972729206,1,0.228,0.3428181163335127
AUTS2,-0.54130214,0.5579392,-1.3494862079620362,0.4723124921321869,1,0.228,0.3428181163335127
DNASE1L2,-0.70696825,0.39291915,-1.2493505835533143,0.022370576858520473,1,0.228,0.3428181163335127
CDK5RAP3,0.6072274,0.54742026,-0.2861967176198959,1.5263928472995756,1,0.228,0.3428181163335127
ABHD12B,0.7248824,0.34316793,0.17337044179439545,1.243214654922485,1,0.228,0.3428181163335127
ATG12,0.67530555,0.41133618,0.008751320838928227,1.3253772914409636,1,0.228,0.3428181163335127
BCAS2,-0.6826024,0.40760514,-1.2725864887237548,0.06964251399040211,1,0.228,0.3428181163335127
ATP6V0D1,0.7112124,0.39205647,0.08228917494416238,1.3762295484542848,1,0.228,0.3428181163335127
ZNF785,-0.6210955,0.48589253,-1.3140687227249144,0.2575494706630701,1,0.228,0.3428181163335127
SHF,-0.73347354,0.33288577,-1.2018420457839967,-0.12791147083044052,1,0.228,0.3428181163335127
MAGEH1,0.64627105,0.4906092,-0.14693969041109084,1.4481918454170228,1,0.228,0.3428181163335127
PRMT5,0.8000284,0.2828301,0.35894206166267395,1.279678177833557,1,0.228,0.3428181163335127
POLL,0.71750677,0.37251976,0.10398823991417885,1.3260079741477966,1,0.227,0.34382285303629095
GDAP2,0.6873372,0.41147247,0.016377642750740065,1.3731818556785584,1,0.227,0.34382285303629095
PANK3,0.7364879,0.35818484,0.15870333462953568,1.3376373469829559,1,0.227,0.34382285303629095
NOL8,-0.6897182,0.38565004,-1.2209045052528382,0.02734134197235059,1,0.227,0.34382285303629095
RAB43,-0.6893812,0.3872844,-1.2534406065940857,-0.01661137044429807,1,0.227,0.34382285303629095
INSYN2A,-0.7301889,0.35009614,-1.2463945031166077,-0.07675312161445629,1,0.227,0.34382285303629095
OR9Q1,0.74682075,0.35297605,0.21778544187545776,1.3485603153705594,1,0.227,0.34382285303629095
SLC32A1,-0.7041015,0.37578976,-1.2762112975120545,-0.027545717358589485,1,0.227,0.34382285303629095
"ZNF32-AS2,ZNF32",-0.6633369,0.4302449,-1.2778346180915832,0.07630979269742891,1,0.227,0.34382285303629095
CAMK2B,0.8609947,0.19103715,0.5485969066619872,1.1844295144081116,1,0.227,0.34382285303629095
KATNAL1,0.70179933,0.4148066,-0.009848868846893299,1.375310212373733,1,0.227,0.34382285303629095
ANKRD60,-0.68612146,0.40293878,-1.2599127769470215,0.07710849940776818,1,0.227,0.34382285303629095
KLHL2,0.6709398,0.43181768,-0.061319772899150804,1.3449992716312407,1,0.227,0.34382285303629095
PDCD1,0.7527544,0.34202573,0.20543141663074493,1.3122292101383208,1,0.226,0.34474829688060143
PDP2,0.6813448,0.4335242,-0.032324048876762386,1.3864641070365904,1,0.226,0.34474829688060143
CTTNBP2NL,-0.610156,0.49672857,-1.3516396045684813,0.2835764050483701,1,0.226,0.34474829688060143
SLC35E1,0.6648527,0.45776558,-0.05574072301387786,1.4651958405971526,1,0.226,0.34474829688060143
MIDN,-0.5223229,0.5705485,-1.3400204360485077,0.5119628816843025,1,0.226,0.34474829688060143
CAGE1,0.7301273,0.38696095,0.11016268730163574,1.4074048578739164,1,0.226,0.34474829688060143
GNL3,0.6467583,0.47598818,-0.12157317698001861,1.4278811156749718,1,0.226,0.34474829688060143
SERPING1,-0.6796818,0.4133403,-1.2584647715091704,0.08580482602119409,1,0.226,0.34474829688060143
TP53RK,0.6374134,0.4686735,-0.1145869344472885,1.4259758949279784,1,0.226,0.34474829688060143
TRAF4,0.6987857,0.4127376,-0.01019999086856841,1.392708623409271,1,0.226,0.34474829688060143
COL5A3,0.7175594,0.3607018,0.12564231753349306,1.3064966201782224,1,0.226,0.34474829688060143
DEPDC1B,-0.786587,0.27575305,-1.2081818640232085,-0.29288237392902383,1,0.226,0.34474829688060143
ZNF484,-0.6573091,0.4541908,-1.3216612458229064,0.20053763389587295,1,0.225,0.3453644826351584
ZNF678,0.71377695,0.3836683,0.0710204780101776,1.3065041542053222,1,0.225,0.3453644826351584
SFTPD,-0.71161133,0.3810816,-1.2942745983600616,-0.03626172542572027,1,0.225,0.3453644826351584
DCBLD1,0.7370621,0.35139158,0.16321987062692642,1.33326740860939,1,0.225,0.3453644826351584
MAP3K2,-0.6373749,0.4637774,-1.301461523771286,0.1504335448145864,1,0.225,0.3453644826351584
MAP3K11,0.6986002,0.40163067,0.032046721875667615,1.3421524107456204,1,0.225,0.3453644826351584
RCBTB2,-0.59211415,0.52318674,-1.3338357031345367,0.35036436319351194,1,0.225,0.3453644826351584
IPO11,-0.6714492,0.40999585,-1.2380392730236054,0.040291824191808656,1,0.225,0.3453644826351584
MYO15B,0.65519893,0.44118023,-0.05273233354091644,1.360102719068527,1,0.224,0.34651776468487694
ARHGEF37,-0.76984066,0.30081412,-1.204210102558136,-0.20756395310163522,1,0.224,0.34651776468487694
CSTF3,0.5767441,0.5565303,-0.3173250049352646,1.5253228187561034,1,0.224,0.34651776468487694
LIN7B,0.625538,0.4794466,-0.14744935929775238,1.384302508831024,1,0.224,0.34651776468487694
SRPRA,0.7936476,0.28769475,0.33165430277585983,1.2882465243339536,1,0.224,0.34651776468487694
RTL8C,0.77385414,0.29154214,0.30706718266010286,1.2497615456581117,1,0.224,0.34651776468487694
OR52M1,0.6829361,0.4324718,-0.05316580235958099,1.4143943846225737,1,0.224,0.34651776468487694
ALAS1,0.73183554,0.34132707,0.1833919920027256,1.291048061847686,1,0.224,0.34651776468487694
OR2L5,0.6555758,0.46652347,-0.13336845487356186,1.472625684738159,1,0.224,0.34651776468487694
CHMP7,-0.5956621,0.49536487,-1.286325991153717,0.3379630982875824,1,0.224,0.34651776468487694
ARL1,0.6877973,0.39385465,0.05957781970500946,1.3286366164684291,1,0.224,0.34651776468487694
DDX19A,0.82010174,0.24376653,0.42229150980710983,1.2270678520202636,1,0.224,0.34651776468487694
"TDGF1,TDGF1P3",-0.6979109,0.39743868,-1.2530620038509368,0.08399814255535598,1,0.224,0.34651776468487694
DLGAP1,0.76913345,0.30026704,0.26209581941366195,1.2734822034835813,1,0.224,0.34651776468487694
SLC25A10,-0.6731855,0.41568914,-1.2578203916549682,0.08353441953659016,1,0.224,0.34651776468487694
SMIM33,0.73882616,0.33758664,0.2080099642276764,1.312922632694244,1,0.223,0.3474380901478703
SFRP4,0.69889325,0.38905302,0.044352259486913743,1.336252462863922,1,0.223,0.3474380901478703
MYEF2,0.59774476,0.51703155,-0.23384871631860732,1.4864279568195342,1,0.223,0.3474380901478703
LHX4,-0.6234187,0.4585355,-1.272000288963318,0.1864876091480255,1,0.223,0.3474380901478703
GFOD1,0.6838252,0.39438617,0.025184214115142822,1.3258479356765747,1,0.223,0.3474380901478703
STIM1,0.80235726,0.24950257,0.4075816795229912,1.2059636235237121,1,0.223,0.3474380901478703
"OFCC1,LOC112267856",-0.7153626,0.365165,-1.2548250794410705,-0.0678701281547548,1,0.223,0.3474380901478703
GPRIN3,-0.68557787,0.38997805,-1.2275213956832887,0.03832935690879816,1,0.223,0.3474380901478703
ALG1L2,-0.6432347,0.43949494,-1.2723946571350098,0.1321943044662475,1,0.223,0.3474380901478703
SHOC2,0.7347157,0.3535368,0.16250654086470603,1.3456175565719604,1,0.223,0.3474380901478703
GPR119,-0.71633345,0.3634081,-1.2598052620887756,-0.06064258217811611,1,0.223,0.3474380901478703
SLC5A1,0.6799764,0.4308219,-0.03654287159442902,1.399461281299591,1,0.223,0.3474380901478703
ZNF630,-0.6817201,0.39937857,-1.270059996843338,0.0700711607933034,1,0.222,0.34843298969072106
SLC43A1,0.7132188,0.38192093,0.09314835071563722,1.3352809727191925,1,0.222,0.34843298969072106
BCL9,0.6638867,0.4632134,-0.06869152933359145,1.4199319243431092,1,0.222,0.34843298969072106
MDN1,-0.6034104,0.47834584,-1.2734360158443452,0.2731630071997641,1,0.222,0.34843298969072106
CCDC80,0.737411,0.3459946,0.1631615526974201,1.3082292854785915,1,0.222,0.34843298969072106
RCBTB1,-0.7247855,0.35289913,-1.2451939225196837,-0.08411739468574544,1,0.222,0.34843298969072106
CIB3,-0.6997674,0.37472075,-1.2241683542728423,-0.052435064315795976,1,0.222,0.34843298969072106
RTN2,-0.6976464,0.38081977,-1.2364430546760559,-0.0159163236618044,1,0.222,0.34843298969072106
SF3B3,-0.57854766,0.5067526,-1.3274287700653076,0.3218890666961667,1,0.222,0.34843298969072106
C9orf129,0.79659206,0.2638517,0.35641577690839765,1.2126485228538513,1,0.222,0.34843298969072106
ZBTB26,0.68523294,0.40661034,0.03339943885803223,1.3941280961036682,1,0.222,0.34843298969072106
CTDSP1,0.7974352,0.26755372,0.3505139023065567,1.2323026061058044,1,0.222,0.34843298969072106
CUL5,0.6578126,0.4724132,-0.08259906768798826,1.4709087729454038,1,0.222,0.34843298969072106
SH3GL2,0.73261946,0.33678323,0.19905648902058604,1.2754855811595913,1,0.221,0.34927319496185855
RNPEPL1,0.8159114,0.23994581,0.4423094213008881,1.2426901340484617,1,0.221,0.34927319496185855
TSR1,0.7039229,0.41773826,0.023534801602363587,1.4040330946445463,1,0.221,0.34927319496185855
MTRF1L,0.7340343,0.35235748,0.14867974147200586,1.3023012936115261,1,0.221,0.34927319496185855
HOXC12,-0.6836066,0.39416733,-1.2375005125999452,0.029097950458526544,1,0.221,0.34927319496185855
MRPS14,0.61331695,0.50387466,-0.19410011172294617,1.4331153571605677,1,0.221,0.34927319496185855
SP2,0.66414464,0.42990446,-0.028700897097587576,1.3898440599441526,1,0.221,0.34927319496185855
PLPP4,-0.5895654,0.51132613,-1.3091680228710176,0.3169275343418117,1,0.221,0.34927319496185855
NDUFS1,-0.6556499,0.44388273,-1.2932456374168397,0.1580929845571512,1,0.221,0.34927319496185855
ZNF391,0.6961755,0.39713752,0.04785032775253058,1.3325944662094114,1,0.221,0.34927319496185855
PDE1C,-0.6716378,0.3923366,-1.231461399793625,0.047395238280296285,1,0.221,0.34927319496185855
DUXB,-0.67855334,0.39136192,-1.2297501444816588,0.027242365479469163,1,0.22,0.3499597945448099
CASP7,0.84362584,0.19899707,0.5430590093135834,1.1664212107658385,1,0.22,0.3499597945448099
FBH1,0.72865033,0.34098932,0.17027039378881456,1.2823424339294431,1,0.22,0.3499597945448099
CAB39,0.6899026,0.40664953,0.007504893839359287,1.3785319626331327,1,0.22,0.3499597945448099
ARHGEF38,-0.68737864,0.3864407,-1.2496418178081512,0.008575677871703973,1,0.22,0.3499597945448099
LAIR1,0.6817147,0.41090894,-0.007672424614429473,1.347299665212631,1,0.22,0.3499597945448099
NSL1,0.66363317,0.4337551,-0.0281678706407547,1.3658406138420105,1,0.22,0.3499597945448099
RIN3,-0.6785761,0.3992434,-1.248826801776886,0.062408182024955614,1,0.22,0.3499597945448099
