,g,pattern,membership
2274,VIL1,0,0.9944181437552789
2275,VIRMA,11,0.9832455134600802
2276,VN1R1,0,0.9526265701515335
2277,VN1R2,0,0.9987961532784311
2278,VPS37C,0,0.8880103546838461
2279,VPS4B,10,0.9655912920150763
2280,VSIG10,0,0.9523251436404699
2281,VTN,0,0.9974914573524268
2282,WASHC4,14,0.7349395462041024
2283,WBP11,4,0.995813752276782
2284,WDR18,10,0.5919132077756448
2285,WDR3,7,0.5733551636664059
2286,WDR34,5,0.9985519308584999
2287,WDR54,4,0.9588220466232021
2288,WDR73,5,0.7910062147850433
2289,WFIKKN1,0,0.9908967864658224
2290,WRAP73,0,0.9999421605707288
2291,XKR9,8,0.966683266246961
2292,"YARS,YARS1",3,0.5798043071960692
2293,YIPF3,3,0.9998431347057667
2294,YPEL4,0,0.9962085634006381
2295,ZBTB39,0,0.998247540839807
2296,ZBTB43,14,0.8616082313769985
2297,ZBTB45,11,0.9985514536367988
2298,ZBTB9,0,0.9770370765780507
2299,ZCCHC18,7,0.7500970756376475
2300,ZFHX2,10,0.6962755930391777
2301,ZFP57,14,0.857486350955667
2302,ZFPM1,8,0.6889333975710438
2303,ZGPAT,8,0.9887718951759622
2304,ZMAT5,14,0.4541516169876685
2305,ZMYND19,3,0.9895626613821268
2306,ZNF12,12,0.7242849624968225
2307,ZNF160,11,0.9955816173020855
2308,ZNF17,8,0.8281262552355955
2309,ZNF174,0,0.9986538841473557
2310,ZNF223,0,0.8898941731045236
2311,ZNF230,0,0.9992155229823564
2312,ZNF233,0,0.7255887792028763
2313,ZNF251,8,0.948843809632808
2314,ZNF28,6,0.9994914732788946
2315,ZNF322,14,0.9650347306149614
2316,ZNF331,2,0.8355554189889323
2317,ZNF333,0,0.8988105528831012
2318,ZNF416,0,0.9992305478145789
2319,ZNF451,14,0.5217992711497901
2320,ZNF511,0,0.7590515065084081
2321,ZNF528,2,0.935938343715144
2322,ZNF534,0,0.6528955591994694
2323,ZNF573,8,0.9985037054382134
2325,ZNF585B,0,0.5955523414271899
2326,ZNF610,0,0.5327635586057674
2327,"ZNF670-ZNF695,ZNF695",0,0.9679753393944026
2328,ZNF677,0,0.900776035750905
2329,ZNF709,14,0.9448041542000024
2330,ZNF747,0,0.9974153179739293
2331,ZNF749,8,0.8562746087777768
2332,ZNF775,0,0.9608094983874403
2333,ZNF835,0,0.9975272565931519
2334,ZNF865,0,0.7541557665556453
2335,ZNHIT2,2,0.9986879841343331
2336,ZPBP,0,0.9983757718916608
2337,ZSCAN25,0,0.7777577613408669
2338,"ZSCAN30,ZNF397",8,0.9940116583574446
2339,A2M,0,0.9999460485715332
2340,A2ML1,0,0.9996820523582575
2341,AAAS,10,0.593224155719643
2342,AADAT,0,0.8553008673062983
2343,AANAT,0,0.8500288942174516
2344,AASDH,0,0.9869268322164749
2345,AATK,12,0.9537483325649629
2346,ABTB1,14,0.6133844493781223
2347,ACACB,0,0.6868480568416911
2348,ACADL,0,0.9968947284209734
2349,ACAP2,0,0.5745050273543719
2350,ACAT2,3,0.9999218094674405
2351,ACD,7,0.6727426156479378
2352,ACOX1,0,0.7404581512010147
2353,ACR,10,0.8176314278425642
2354,ACSM5,10,0.9531182470100048
2355,ACTN3,12,0.9500982559669845
2356,ACVR1,4,0.9810827890022694
2357,ADAM11,12,0.9614530009122209
2358,ADAM8,8,0.9941902290011493
2359,ADAMTS10,8,0.9639447617023295
2360,ADCY8,8,0.9637770238042154
2361,ADCY9,7,0.994705298847982
2362,ADD3,2,0.9276851197897974
2363,ADGRB3,11,0.9911284315683173
2364,ADIPOR2,2,0.999733267453484
2365,ADM2,0,0.5075630684739113
2366,ADRM1,11,0.9980986357693057
2367,AFM,0,0.9984390209118362
2368,AGBL3,8,0.9613130779661421
2369,AGPAT5,7,0.8156893853017446
2370,"AHCTF1,AHCTF1P1",7,0.980737818240094
2371,AK5,1,0.9580680188805079
2372,ALG2,10,0.9894758175257958
2373,ALKBH6,0,0.9990111897780358
2374,AMIGO2,12,0.9974012929381051
2376,ANAPC2,8,0.9969204212110988
2377,ANGEL2,0,0.9987885178090332
2378,ANGPTL2,0,0.9986300883335064
2379,ANKRD16,14,0.9998986477657511
2380,ANKRD26,7,0.9154195706694512
2381,ANKRD6,14,0.9997959490717983
2382,ANO3,8,0.710681364934957
2383,ANTXR2,2,0.9848229781099666
2384,AP5Z1,14,0.9996673965778522
2385,APBA2,3,0.8214759235057498
2386,APOA5,0,0.7835415827494627
2387,APOBEC1,0,0.9845476471238899
2388,APOE,0,0.9734858365825902
2389,ARAP2,2,0.9997590211552595
2390,ARCN1,13,0.8649793404306781
2392,ARHGEF17,8,0.9932646148313802
2393,ARID1B,13,0.9997766844318688
2394,ARL4D,13,0.9999996834116923
2395,ARL8B,3,0.9853185730393497
2396,ARMCX3,3,0.9974139520656491
2397,ARRDC4,10,0.997387944005595
2398,ARX,14,0.9030161273407746
2399,ASB13,8,0.9910723010961883
2400,ASB9,0,0.9930746118717374
2401,ASCL1,11,0.8518223372460146
2402,ASIC4,0,0.9976210965055505
2403,ASRGL1,9,0.8636752150151853
2405,ATG4A,0,0.9916890311552818
2406,ATP1B4,0,0.9994716761028303
2407,ATP5IF1,1,0.8261296937521228
2408,ATP6V1G1,0,0.5307204970794598
2409,B4GALNT1,1,0.8812663627508601
2410,B4GALT4,8,0.9984446882302249
2411,BACH1,7,0.9591960355761717
2412,BARD1,5,0.8467762475858734
2413,BATF2,0,0.99805321280277
2414,BCAS2,4,0.9128046418256546
2415,BCL10,0,0.9707564641039748
2416,BCL11B,13,0.9999314080750701
2417,BCL2L15,0,0.9996683305242143
2418,BCL7C,4,0.9988179928190895
2419,BCL9,3,0.9988848003687483
2420,BECN1,12,0.761695852775426
2421,BFSP1,0,0.9990635869456945
2422,BLM,0,0.9647031210249594
2423,BMP3,14,0.933961702479647
2424,BOD1,5,0.999519756816328
2425,BORCS5,8,0.9676868713095578
2426,BRAP,5,0.9825879989872837
2427,BRD7,5,0.969442491208134
2428,BRI3,11,0.6663842254571469
2429,BRINP1,8,0.9667270551737587
2430,BROX,4,0.9964552249381028
2431,BST1,0,0.9296656468631609
2432,C11orf21,0,0.9637737244309623
2433,C11orf87,12,0.9991354343414813
2434,C12orf49,4,0.9786929675247131
2435,C15orf61,0,0.9667311838936892
2436,C17orf49,11,0.9688099267348252
2437,C17orf64,0,0.9569654367100453
2438,C17orf75,2,0.895574613569215
2439,C1orf105,0,0.9955709777740547
2440,C1orf52,0,0.8772586162807647
2441,C1QL3,1,0.7807278222330551
2442,C20orf85,8,0.9644562667045941
2443,C22orf15,0,0.9998464666734054
2444,C2orf69,9,0.8337673450645796
2445,C3orf62,8,0.5951836363556199
2446,C5orf15,5,0.9886496376720234
2447,C7orf31,0,0.9985090678473633
2448,C8orf82,0,0.5093398091050885
2449,C9orf85,0,0.9349207436096126
2450,"CA5B,CA5BP1-CA5B",0,0.9683811486318679
2451,CADM1,12,0.6138274218390166
2452,CALB2,14,0.9999990688737038
2453,CAMK2D,12,0.9977181062429318
2454,CAMKMT,0,0.9981368732086515
2455,CAPN3,0,0.9899603283556456
2456,CAPN8,0,0.9070223482048355
2457,CARD16,0,0.9942081185138361
2458,CASP2,4,0.9980801915026286
2459,CASP3,4,0.9090961383047204
2460,CASP5,0,0.9851663475762228
2461,CASTOR3,7,0.8612751105780145
2462,CBLN2,8,0.8568380990761875
2463,CBX3,4,0.9697934564468943
2464,CBX5,4,0.9998327068468389
2465,CBX7,8,0.7113797187257951
2466,CBY3,14,0.9877015274823827
2467,CCAR2,3,0.7829976252516172
2468,CCDC105,8,0.929557554520615
2469,CCDC113,12,0.6520911666122835
2470,CCDC150,0,0.9939085572240456
2471,CCDC174,6,0.4065799442494892
2472,CCDC38,8,0.9613346252760829
2473,CCDC50,3,0.9998710108294018
2474,CCL25,8,0.8009928768343307
2475,CD164L2,0,0.9998738852856167
2476,CD1E,0,0.9996801220948748
2477,CD226,0,0.9986961785714069
2478,CD40LG,0,0.9998933295980832
2479,CD63,11,0.9999698367181311
2480,CDC14A,0,0.8477371265738182
2481,CDCA3,10,0.7914532946971826
2482,CDH15,0,0.9841859811984545
2483,CDH20,2,0.9998553369507344
2484,CDH24,6,0.9993260419181582
2485,CDKN2AIP,0,0.9966864148503742
2486,CELA1,0,0.9851171855207588
2487,CELSR1,6,0.9999437129595379
2488,CENPA,10,0.6207311829346286
2489,CENPB,7,0.999973912692862
2490,CENPF,6,0.9925335223126389
2491,CENPJ,0,0.43284507551656404
2492,CEP350,0,0.9042835167802264
2493,CFAP45,0,0.9992858776800911
2494,CFAP99,14,0.720435130791898
2495,CFI,0,0.9997026207504285
2496,CHAC2,0,0.9965059709776283
2498,CHCHD10,2,0.9150968226336328
2499,CHD2,11,0.4450675999963478
2500,CHIC2,14,0.9991230836538809
2501,CHRD,0,0.8960806009134167
2502,CHSY1,7,0.7338397665891189
2503,CIART,0,0.7417009584460841
2504,CIB2,9,0.7764898641426861
2506,CLEC12B,0,0.6719986025691422
2507,CLIC6,0,0.8378776469926592
2508,CLTRN,0,0.9993595560979593
2509,CMTM7,0,0.8960186448942533
2510,CNKSR2,11,0.9982973962146576
2511,CNOT6L,13,0.9999190641810295
2512,CNTF,0,0.9699589500870273
2513,CNTN3,3,0.9989456458566331
2514,CNTNAP2,12,0.5433673129931118
2515,COL1A1,0,0.9981951325803033
2516,COMMD1,5,0.989707500983192
2517,COPG2,7,0.6342558077142039
2519,COQ10B,8,0.9848111819795794
2520,COQ7,12,0.7993077150679987
2521,COX4I2,0,0.999192597698082
2522,CPEB2,9,0.85934452693275
2523,CPN2,0,0.7510826011541896
2524,CPXM2,7,0.8405691711356403
2525,CRABP1,0,0.9989947641774546
2526,"CRACD,KIAA1211",4,0.6905076632459961
2527,CRB2,6,0.9427061834347022
2528,CREB1,4,0.7039634865669601
2529,CRTAC1,12,0.9265880531253535
2530,CRYAB,14,0.9999983561758484
2531,CRYBA2,0,0.9994015326005636
2532,CRYBB2,8,0.9982799661178183
2533,CRYGC,0,0.9972608805147348
2534,CSDC2,13,0.9967014391169341
2535,CSE1L,3,0.912545051265611
2536,CSF2,0,0.9769838761229326
2537,CSRP3,0,0.9977504217321839
2538,CTSB,12,0.9912629686511152
2539,CUL4B,14,0.9561232005347607
2540,CXCL2,0,0.954607298193455
2541,"CXCR4,LOC112268426",14,0.9840259440991039
2542,CYB5R3,7,0.985576733727472
2543,CYP1A1,0,0.9983610931982791
2544,CYP27C1,10,0.8144912392607893
2545,CYP51A1,3,0.9998839766521606
2546,CYP7B1,0,0.9857423173097399
2547,D2HGDH,0,0.5861000067776518
2548,DAB2,12,0.7325068850059288
2549,DAPK1,14,0.9996063256563602
2550,DARS2,0,0.9934742369231992
2551,DCAF12,14,0.856903516560182
2552,DCC,8,0.581615562930994
2553,DCLK2,14,0.9984833904279999
2554,DDC,8,0.9879426062498582
2555,DDX20,7,0.981348805783411
2556,DDX3Y,7,0.9841812384657842
2557,DEFA4,0,0.9946819683962907
2558,DEFB136,0,0.9988772943557382
2559,DERA,0,0.9997635129704245
2560,DHCR24,3,0.9999707543017763
2561,DHCR7,3,0.9920232352198745
2562,DHDDS,10,0.5261417063716319
2563,DHRSX,0,0.6081581517526754
2564,DIAPH2,8,0.9990239267620509
2565,DNAH11,0,0.9964471112494592
2566,DNAJC1,13,0.9959072372900503
2568,DOLPP1,7,0.9713065336204102
2569,DPCD,12,0.9971102668213047
2570,DPF3,0,0.9988136978195236
2571,DPH5,7,0.9819096996883045
2572,DPP6,9,0.996961372572059
2573,DPPA2,8,0.916666900272522
2574,DPYSL4,11,0.9999931841966738
2575,DSG3,0,0.9913962205237995
2576,DUSP12,7,0.9592784572791664
2577,DYNC1LI2,11,0.8092901678816062
2578,DYNC2H1,13,0.662455197903385
2579,DZIP1,8,0.8966585864444739
2580,EBNA1BP2,7,0.9997986280099626
2581,"EEF1E1-BLOC1S5,EEF1E1",9,0.7597352513605428
2582,EGR2,0,0.9994609003766552
2583,EGR3,3,0.9954873677500474
2584,EIF2AK3,0,0.6180744082935481
2585,EIF2B5,9,0.9753914880958219
2586,ELAC1,0,0.8700999269224349
2587,ELF2,4,0.7527787036415116
2588,ELFN1,14,0.9999994936659721
2589,EMG1,0,0.6211262924831099
2590,ENAH,5,0.9994945042086093
2591,ENPP2,10,0.9764137621804609
2592,ENY2,11,0.6848533802661751
2593,EPB41L4B,8,0.9759913005921733
2594,EPDR1,7,0.4145635422486199
2595,EPHA10,8,0.6955532892268519
2596,EPHA4,7,0.9988735572520043
2597,EPHX4,9,0.7918741491457635
2598,EPOR,0,0.9965606516020254
2599,ERAP1,14,0.9374219186567608
2600,ERBB4,14,0.9999999079914328
2601,ERRFI1,8,0.995962001791152
2602,EVA1B,0,0.9790209551102109
2603,EVI5,4,0.9005989272477194
2604,EXOC3L4,8,0.5609744343214959
2605,EYA3,14,0.903341606631931
2606,F7,0,0.9982900933740756
2607,FADD,10,0.9735692747154858
2608,FADS2,3,0.9576459781271079
2609,FAM122A,0,0.999931502431818
2610,FAM135B,8,0.9235246521195855
2611,FAM149A,7,0.9826908487200812
2612,FAM166A,0,0.999145941014534
2613,FAM53A,10,0.7363509952664071
2614,FANCE,12,0.47914093038941286
2615,FASTK,14,0.9987449589032202
2616,FBRS,14,0.6855449034320553
2617,FBXL8,10,0.8977113841517335
2618,FBXO22,7,0.5453717323734562
2619,FBXO43,0,0.9996022400933866
2620,FBXO45,12,0.8016992548268864
2621,FCRL1,0,0.9992652329176318
2622,FDFT1,3,0.9613661108673949
2623,FER,1,0.9980383805088281
2624,FGD3,14,0.9596659998027292
2625,FGF20,7,0.8838283923474877
2626,FGF6,8,0.9864058929270512
2627,FGFBP3,4,0.5181322272663299
2628,FHL2,13,0.993288030474952
2629,FLRT3,3,0.9935602793528107
2630,FMNL3,0,0.9974218736470593
2631,FNDC3A,13,0.7834958316311617
2632,FNDC3B,6,0.9949638294403215
2633,FOXK1,12,0.9979370527329016
2634,"FOXO3,FOXO3B",5,0.5878880303613524
2635,FREM3,0,0.9996287671033115
2636,FRMD8,0,0.9817446411179103
2637,FSCB,0,0.9979273187637938
2638,FUT5,10,0.4161122314054163
2639,FYB1,5,0.6200105467330639
2640,FZD1,0,0.998335154769303
2641,G2E3,5,0.6945646185774744
2642,GABRA1,8,0.6302906937054956
2643,GADD45B,14,0.9951326844366384
2644,"GAGE2C,GAGE8,GAGE1,GAGE12G,GAGE2A,GAGE4,GAGE6,GAGE12F,GAGE2B,GAGE12J,GAGE12H,GAGE12I,GAGE12E,GAGE2D,GAGE10,GAGE13,GAGE12D,GAGE5,GAGE12B,GAGE12C,GAGE2E,GAGE7",10,0.9159593189556388
2645,GALM,0,0.7058138633528975
2646,GALNT2,7,0.9193906923054939
2647,GART,3,0.9670056287902222
2648,GAS2L1,8,0.6762642324931271
2649,GBA,12,0.7815089205036212
2650,GBGT1,8,0.9503266373920628
2651,GFRA3,5,0.9996538560709267
2652,GGCX,14,0.9638447630049478
2653,GJB5,0,0.9672949223084915
2654,GK,0,0.9555055943076184
2655,GLB1L3,0,0.9779479720515699
2656,GLT8D1,13,0.9062299857665351
2657,GNG3,0,0.9941760361119437
2658,GNGT1,0,0.9990761681624857
2659,GOSR1,10,0.9395673870101777
2660,GPAA1,7,0.6513363069492761
2661,GPATCH1,8,0.887854662899812
2662,GPR137,7,0.6779427114120589
2663,GPR32,11,0.9963450479702904
2664,GPR39,11,0.6216051138668912
2665,GPR85,7,0.9607098235958148
2666,GRB14,13,0.8589799422896204
2667,GRHL1,8,0.9488053699226684
2668,GRIK1,9,0.6856440353354775
2669,GRIN2A,0,0.9159380872696695
2670,GRM8,0,0.9997021463667042
2671,GRP,8,0.9767569117185926
2672,GRWD1,0,0.9998336886927472
2673,GSE1,6,0.9991579086518813
2674,GSTO2,8,0.7911606493840403
2675,GTF2E2,8,0.48912805401339254
2676,GTPBP8,0,0.9043696189514919
2677,GVQW3,8,0.8585684917084209
2678,GYG2,8,0.9677137513635259
2679,H1-0,5,0.9997254133366517
2680,HDHD5,8,0.8822742463408464
2681,HECW1,14,0.9995417378698239
2682,HELQ,0,0.9755159461750633
2683,HELZ2,0,0.9955719274164772
2684,HEMGN,0,0.9947812818985011
2685,HEY1,8,0.9109364325767857
2686,HHIP,0,0.9999136910085372
2687,HIP1,12,0.513142879779096
2688,HIPK4,0,0.9784492220354706
2689,HJV,0,0.7659303050758294
2690,HLA-DPA1,0,0.99819517755819
2691,HLCS,8,0.9673490941363482
2692,HNRNPA2B1,4,0.81474655413984
2693,HNRNPH3,5,0.970808136384865
2694,HOXC12,0,0.9646894053337313
2695,HS3ST2,0,0.9907978341105717
2696,HSD17B12,11,0.9927405512543408
2697,HSPB9,8,0.6189887048683453
2699,HUWE1,9,0.8096147288229188
2700,HYDIN,10,0.8143801108369183
2701,ICE1,8,0.8170518597321211
2702,IDH3B,4,0.9658660633314866
2703,IDI1,4,0.9996040444601481
2704,IDUA,9,0.9965871439169913
2705,IFT20,12,0.9555362764189137
2706,IFT43,5,0.9889730823063402
2707,IFT46,14,0.9998806717122513
2708,IGDCC4,14,0.9887439355930349
2709,IGSF23,10,0.8339826626574587
2710,IGSF3,7,0.9999999225873957
2711,IGSF9,2,0.7320598671211493
2712,IKBKG,0,0.8044787679240514
2713,IL17B,8,0.5560958209304812
2714,IL18RAP,0,0.9997074513276839
2715,IL3RA,0,0.9999041871917191
2716,ILDR2,8,0.9137810014994454
2717,IMMP2L,14,0.9848302876897578
2718,IMPA1,7,0.9974037827473282
2719,IMPACT,14,0.6672257954876654
2720,IMPDH2,4,0.9994279081128968
2721,INAFM2,12,0.9433304564945664
2722,INCA1,0,0.8565285900625257
2723,INPP1,0,0.9874366511689766
2724,IQCF2,0,0.9976663539236835
2725,IQCN,10,0.6396141362003808
2726,ISCA1,13,0.9999610446542984
2727,ITGA2,5,0.7048889508431976
2728,ITGA7,2,0.9998245425444736
2729,ITM2B,1,0.5168219869013538
2730,JAK2,12,0.9983749908560512
2731,JAM2,5,0.8984315012621065
2732,JAZF1,1,0.9730284642760483
2733,JHY,7,0.9997392921144707
2734,KAT2A,8,0.8660998769247902
2735,KCNA10,0,0.9996178595692453
2736,KCND1,5,0.7490705000694223
2737,KCNE4,0,0.9977496018139486
2738,KCNK9,0,0.5787760080784364
2739,KCNMB1,0,0.9995550593868646
2740,KCTD15,4,0.9997540999826364
2741,KCTD8,0,0.9993726741648671
2743,KIAA1257,0,0.9975693387708091
2744,KIF12,7,0.9901862125224256
2745,KIF17,0,0.7099751423185285
2746,KITLG,13,0.9989014626965899
2747,KLC3,7,0.9989950033309347
2748,KLC4,8,0.9545653376809382
2749,KLF13,10,0.5226147958344981
2750,KLF4,8,0.9671466989195641
2751,KLHDC8A,13,0.9997933688312163
2752,KLHL9,4,0.997043179340593
2753,KMT2C,14,0.9964126297795498
2754,KNOP1,11,0.38751495097324173
2755,KPNA2,2,0.9947513317098448
2756,KRBA1,0,0.956039284658756
2757,KREMEN1,7,0.9997909219792728
2758,KRT10,0,0.9974251363023172
2759,KRT7,0,0.981378943366004
2760,KRT80,0,0.6291344030769528
2761,KRTAP11-1,0,0.9977356758091457
2762,KRTAP19-1,0,0.839182321471655
2763,KRTAP22-1,0,0.9855643661014353
2764,KRTAP29-1,10,0.8550572332782507
2765,KRTCAP3,0,0.9997869885943794
2766,KY,0,0.953723634197713
2767,LACTBL1,0,0.998357345119332
2768,LAMA3,10,0.9990217648751302
2769,LAMB4,0,0.9981306465646518
2770,LARGE2,0,0.9054771433117433
2771,LARP4,14,0.9983983513116115
2772,LARS2,10,0.9075383816628815
2773,LCLAT1,8,0.9691342963380861
2774,LCN6,0,0.9994209518183251
2775,LCORL,1,0.9689324223938871
2776,LELP1,8,0.6894123058856086
2777,LENG9,0,0.9989645020727199
2778,LEP,0,0.9977835613853188
2779,"LIMK2,PPP1R14B",4,0.9931822100724625
2780,LIPK,12,0.9923314064937653
2781,"LOC101928879,COMMD5",10,0.7921525317670549
2782,"LOC105369828,PTPRB",0,0.9994400977652252
2783,LOXL2,0,0.9744890967252742
2784,LRCH2,14,0.9860088863684534
2785,LRIF1,12,0.9843805900150882
2786,LRRC70,0,0.9986275617963593
2787,LRRC8E,0,0.9974238531900063
2788,LRRTM1,9,0.6044815643267286
2789,LRRTM3,12,0.9996372371217715
2790,LSM11,1,0.9331658074315541
2791,LTB4R,0,0.987160033150254
2792,LY9,0,0.9996636367915989
2794,LYRM2,14,0.9207528807967785
2795,MAF,14,0.9982782294671032
2796,MAN2B2,12,0.75228983397875
2797,MAP2K6,12,0.7889866057105736
2798,MAP7,8,0.933118857545476
2799,MAPK10,4,0.5100082751531446
2800,MAPKAP1,7,0.9989284288013043
2801,"MARCH1,MARCHF1",3,0.9996870961868837
2802,"MARCH8,MARCHF8",5,0.9262538442459793
2803,MAT1A,0,0.9994919702354692
2804,"MBD3L2,MBD3L3,MBD3L5,MBD3L4,MBD3L2B",14,0.9957862081572848
2805,MBLAC2,8,0.9937454359385307
2806,MBNL2,13,0.777684438689316
2807,MBOAT4,0,0.9889540095811458
2808,MBTPS2,8,0.7361007242611479
2809,MCM10,10,0.6329431359761193
2810,MCUB,14,0.9460029853819123
2811,MDP1,8,0.749710446797089
2812,MEI4,0,0.9997132859000794
2813,MEIS3,10,0.9641891144159414
2814,METTL5,3,0.895931921574917
2815,METTL8,7,0.5395141354533394
2816,MFAP3L,7,0.9994444769667118
2817,MGARP,0,0.963009965643933
2818,MGAT4B,1,0.8803851319789299
2819,MGAT4C,0,0.9592635844959706
2820,MGAT5,12,0.9921625555115205
2821,MIPEP,0,0.6194235693399177
2823,MKRN2OS,0,0.999456759026124
2824,MLANA,0,0.9997184150794568
2826,MMACHC,0,0.9972165510598614
2827,MMP25,0,0.9997973698235051
2828,MOCS1,0,0.9998685938524698
2829,MOSMO,8,0.9980493125202594
2830,MPP1,8,0.880051650084344
2831,MRGBP,0,0.9724200521420432
2832,MRPL12,14,0.8868334104734606
2833,MRPL14,11,0.9942278139320891
2834,"MRPL20,MRPL20-AS1",11,0.9900748096023984
2835,MRPL43,12,0.3436089569814929
2836,MRPL50,2,0.6177318332072482
2837,MRPS10,8,0.8491554080979226
2838,MRPS22,5,0.5187601437645097
2839,MS4A2,0,0.9994485893263719
2840,MSANTD3,0,0.9929033806600983
2841,MSMO1,4,0.999774969801065
2842,MSRB2,8,0.9713565602321058
2843,"MTHFD1L,ARL4A",8,0.5270997280893295
2844,MTOR,7,0.9944044153929964
2845,MTRNR2L1,0,0.8488046444146334
2846,MTSS2,5,0.9999797428857734
2847,MTX1,1,0.8799110682933251
2849,MVB12A,2,0.4525213037617691
2850,MVK,3,0.9473306371303856
2851,MYC,8,0.9715187864600552
2852,MYL6,0,0.993231977636537
2853,MYO1B,0,0.9981208240591024
2854,MYO3B,0,0.9995508438434764
2855,MYOM2,0,0.9957501960740179
2856,NAA38,5,0.9745761710692687
2857,NANP,0,0.5599598928325925
2858,NCKAP1,3,0.9442918150333109
2859,NCKAP5,12,0.9802641160032908
2860,NCKAP5L,8,0.9834270420857743
2861,NCOR1,11,0.9954041091690137
2862,NDOR1,0,0.9987094172593848
2863,NDUFB5,5,0.6759760522913861
2864,"NDUFB9,TATDN1",3,0.9540989535512772
2865,NETO1,7,0.9858111057798327
2866,NEUROG2,2,0.9999678632167546
2867,NFE2L1,3,0.9720039718488925
2868,NFKBIL1,14,0.3361311320584613
2869,NFKBIZ,0,0.9945152363009193
2870,NIPBL,11,0.9999999657776811
2871,NKX2-4,14,0.9158697135831593
2872,NLGN4X,11,0.9988075948628229
2873,NLK,7,0.9552887835273477
2874,NMD3,10,0.9727756095118463
2875,NMNAT1,0,0.6919258706125331
2876,NMRK1,12,0.840935902293717
2877,NMUR2,0,0.9995784093957614
2878,"NOC2LP2,NOC2L",9,0.6646547976930277
2879,NOL3,0,0.9999047726811671
2880,NOP56,9,0.8294926816651459
2881,NOP58,4,0.991664108243449
2882,NPBWR1,0,0.7001119804425655
2883,NPHP4,13,0.9601475658866071
2884,NPNT,8,0.9972690671517295
2885,"NPRL3,MPG",8,0.9907977175029521
2886,NPY,3,0.9971051256082177
2887,NR4A2,1,0.4135340568005645
2888,NRBF2,0,0.9944057198010835
2889,NRGN,12,0.9948962585820477
2890,NSUN2,7,0.7078145082448791
2891,"NSUN7,APBB2",4,0.9968115934666213
2892,NT5DC2,4,0.9999842528281248
2893,NTM,7,0.999117547151436
2894,NTRK1,0,0.9993199561169154
2895,NUB1,13,0.9999968704899639
2896,NUCB1,1,0.9377985510002672
2897,NUDT11,9,0.6034839923700557
2898,NXT1,6,0.9413418415084972
2899,OAZ2,5,0.9833296263069576
2900,OCIAD2,11,0.5295269879138579
2901,OPRD1,0,0.9778978495661418
2902,OR10A6,0,0.9988977778688397
2903,OR10G9,0,0.9856581446040155
2904,OR10T2,0,0.9861809750571188
2905,OR1K1,0,0.9634508290816177
2906,"OR2L3,OR2L8",0,0.9886910577421256
2907,OR4D1,0,0.9989158831021764
2908,OR4X2,0,0.9995000730912431
2909,OR51B4,0,0.999617118424444
2910,OR52K1,0,0.9948710370980882
2911,OR5H2,0,0.999862019926396
2912,OR5K3,0,0.9899581140237216
2913,OR6T1,0,0.9995007835016777
2914,OR7A17,0,0.9953262285783633
2915,OR9K2,0,0.999915895818812
2916,OSGEP,2,0.6506097645895547
2917,OSGIN2,7,0.8773441756217307
2918,OTOR,8,0.5744768896072521
2919,P2RX2,0,0.8273562170952191
2920,P2RY4,0,0.9915087208311122
2921,P2RY6,8,0.9913538824391709
2922,PANX2,7,0.9931218988628873
2923,PAQR3,9,0.9973662019998535
2924,PARN,0,0.9728564739593138
2925,PATE4,0,0.9999037655526675
2926,PAX2,0,0.9997506339069263
2927,PAX9,0,0.9982536294904699
2928,PBOV1,0,0.9987903134037593
2929,PBX4,9,0.6489477972680896
2930,PCCB,8,0.7508729120371802
2931,PCDH7,12,0.754473096576092
2932,PCGF1,0,0.5420339793326714
2933,PCSK6,12,0.70760926018159
2934,PCYT1A,0,0.9824845473303612
2935,PDAP1,0,0.9976441290160738
2936,PDCD2,13,0.9998398015114387
2937,PDCD2L,12,0.6947314574951629
2938,PDE1A,12,0.9822165021759812
2939,PDE9A,10,0.7230257504946123
2940,PDGFRA,8,0.9492418564960831
2941,PDK1,9,0.6267542121781279
2942,PDZRN3,14,0.9999380766511513
2943,PDZRN4,14,0.9999904616378283
2944,PEX1,0,0.9193580506156515
2945,PFKFB4,7,0.891838016257106
2946,PGBD4,8,0.98355429790628
2947,PGLYRP4,8,0.8560782145506621
2948,PHF20L1,11,0.9999995243347146
2949,PHKA2,0,0.8106932447946841
2950,PHKG2,8,0.8634214629769759
2952,PIGC,7,0.9988619026251299
2953,PIGO,2,0.9774977498456978
2954,PIKFYVE,2,0.9953850246702153
2955,PIN1,11,0.9999715834504
2956,PINLYP,2,0.7461795256009668
2957,PIP5KL1,0,0.6998298288633457
2958,PKHD1L1,0,0.5497595680119073
2959,PKM,4,0.9799046105900868
2960,PKNOX2,14,0.9998855152254386
2961,PLA2G2A,0,0.6679099048901614
2962,PLAAT2,8,0.997390670336526
2963,PLCB2,0,0.9997793413872536
2964,PLIN5,8,0.9895278374011167
2965,PMF1,8,0.947615905205421
2966,PMP2,0,0.9663435651294446
2967,POC1B,0,0.9656014069406432
2968,POM121C,14,0.5811617928524918
2969,POP1,0,0.8683429239429495
2971,POU3F1,11,0.7790962058616018
2972,POU5F2,8,0.9784015831964364
2973,PPIL1,1,0.7496351694678817
2974,PPME1,9,0.985319632517654
2975,PPP1R12C,5,0.5659402209809964
2976,PPP1R14A,14,0.9969215300591017
2977,PPP1R3E,8,0.9931223612727039
2978,PPP4R1,2,0.525184295892877
