,g,pattern,membership
11520,ZNF324B,0,0.9993320123357302
11521,ZNF326,0,0.864544894331928
11522,ZNF330,10,0.7409813158954509
11523,ZNF337,8,0.9820911395009827
11524,ZNF34,0,0.9981230909824901
11525,ZNF345,0,0.555941029176643
11526,ZNF347,8,0.6260225401494803
11527,ZNF35,0,0.9982676674452052
11528,ZNF350,1,0.8865689591063877
11529,ZNF354A,8,0.8897369770843336
11530,ZNF354B,8,0.7685919840062286
11531,ZNF358,11,0.6596123332801282
11532,ZNF366,0,0.9999123946020788
11533,ZNF385A,14,0.9715375924015952
11534,ZNF385D,8,0.9820070630752298
11535,ZNF394,0,0.9991342615626085
11536,ZNF395,14,0.9736134900023458
11537,ZNF396,0,0.999697581797965
11538,ZNF398,9,0.7552355837802112
11539,ZNF408,0,0.9997422509424678
11540,ZNF41,0,0.998764925964362
11541,ZNF420,8,0.4663566300428398
11542,ZNF423,2,0.49857822779584143
11543,ZNF425,0,0.955098868785489
11544,ZNF426,10,0.9963911056893684
11545,ZNF429,8,0.6373775879662485
11546,ZNF43,6,0.7027299313016896
11547,ZNF430,6,0.9034613793279054
11548,ZNF431,4,0.9999628917575846
11549,ZNF440,0,0.9870216372832453
11550,ZNF442,0,0.9979957450963293
11551,ZNF443,10,0.9959517858046363
11552,ZNF449,10,0.5367995891658572
11553,ZNF45,0,0.9975133847875077
11554,ZNF454,0,0.5218488729832755
11555,ZNF462,7,0.9999997663805524
11556,ZNF467,0,0.9998784992466486
11557,ZNF470,12,0.9996196048483859
11558,ZNF471,12,0.9268780452915847
11559,ZNF473,0,0.9985558552098776
11560,ZNF48,9,0.9480034091822241
11561,ZNF480,0,0.9980172206082792
11562,ZNF485,0,0.9863961244304805
11563,ZNF486,0,0.9843224154996956
11564,ZNF487,0,0.9992181711906021
11565,ZNF491,0,0.9480285765685782
11566,ZNF493,12,0.846994021839762
11567,ZNF497,0,0.9998580617963186
11568,ZNF503,10,0.9971515073428907
11569,ZNF507,8,0.9127372414309138
11570,ZNF510,0,0.9955851398682135
11571,ZNF512B,12,0.9991672469272855
11572,ZNF517,0,0.9970820801720383
11573,ZNF527,8,0.637434655465685
11574,ZNF536,14,0.9999278671957416
11575,ZNF541,14,0.8204238822479543
11576,ZNF547,0,0.9998061847149315
11577,ZNF554,12,0.9312178783542809
11578,ZNF555,8,0.9718074207020624
11579,ZNF556,0,0.9978762954979801
11580,ZNF557,0,0.998597718405437
11581,"ZNF559-ZNF177,ZNF177",0,0.985763730843818
11582,ZNF560,0,0.9996946838232792
11583,ZNF562,7,0.9772766732711139
11584,ZNF564,0,0.994718498085441
11585,ZNF565,7,0.9893770690214261
11586,ZNF569,7,0.9936181498253713
11587,ZNF571,0,0.9990661062049435
11588,ZNF572,0,0.5459248723338261
11589,ZNF574,3,0.627754408439407
11590,ZNF579,0,0.9990814995895849
11591,ZNF582,0,0.9998677674922832
11592,ZNF583,8,0.7219275520580339
11593,ZNF584,8,0.8938713999029085
11594,ZNF585A,8,0.9981182087631919
11595,ZNF587B,14,0.9580241219594353
11596,ZNF589,13,0.9977027888691471
11597,ZNF592,12,0.7848188572722471
11598,ZNF595,3,0.9892191194310367
11599,ZNF596,8,0.6416945269345613
11600,ZNF597,8,0.5329012763362625
11601,ZNF598,14,0.9994482324283747
11602,ZNF607,8,0.671553144587528
11603,ZNF608,10,0.9624607121643698
11604,ZNF611,14,0.9999707100128258
11605,ZNF613,0,0.9392457101220025
11606,"ZNF614,LOC112268244",0,0.9886848399828299
11607,ZNF615,14,0.9997501002221846
11608,ZNF616,0,0.990458711264772
11609,ZNF618,8,0.9907046619878149
11610,ZNF619,0,0.9976698203613553
11611,ZNF620,10,0.9385876709055333
11612,ZNF624,12,0.8611094062893725
11613,ZNF625,5,0.9997556310910375
11614,ZNF626,5,0.999923079922371
11615,ZNF627,11,0.9979152753461177
11616,ZNF628,0,0.7057645714459837
11617,ZNF629,0,0.9998881642250331
11618,ZNF630,8,0.5698954860649409
11619,ZNF638,4,0.8941172983535668
11620,ZNF644,4,0.9999947791408763
11621,ZNF648,0,0.9998096571942574
11622,ZNF649,8,0.8799729810888488
11623,ZNF652,1,0.8372121973395806
11624,ZNF653,0,0.7365245590264559
11625,ZNF655,4,0.9995821254234395
11626,"ZNF658B,ZNF658",0,0.9954984837579409
11627,ZNF660,2,0.92946878981517
11628,ZNF662,10,0.9921212952106518
11629,ZNF668,8,0.7613055116339742
11630,ZNF671,0,0.9791702908003361
11631,ZNF672,0,0.9990623341589048
11632,ZNF674,8,0.5241203414417976
11633,ZNF679,0,0.9999508124999763
11634,ZNF680,3,0.985412273505295
11635,ZNF681,0,0.8816763849156384
11636,ZNF684,8,0.9974403749306566
11637,"ZNF687,PI4KB",0,0.9993570965163141
11638,ZNF689,0,0.9998106696741796
11639,ZNF699,8,0.7971767956707747
11640,ZNF7,0,0.849517345155904
11641,"ZNF705B,ZNF705G",0,0.9999151702302828
11642,"ZNF705D,ZNF705A,ZNF705E",10,0.9957374235210357
11643,ZNF71,7,0.9948696335865821
11644,ZNF711,4,0.9992005390758583
11645,ZNF716,0,0.9857624155223885
11646,ZNF718,12,0.9685277355941093
11647,ZNF721,13,0.8517316344401203
11648,ZNF724,2,0.9472904638054865
11649,ZNF727,0,0.9998476363047392
11650,ZNF728,0,0.9979108662588776
11651,"ZNF737,ZNF66",4,0.8968892086969186
11652,ZNF738,8,0.8465219682157055
11653,ZNF750,0,0.919577587407804
11654,ZNF75A,0,0.9992490947218762
11655,ZNF766,0,0.9745554132740901
11656,ZNF774,0,0.9983930639844365
11657,ZNF780A,12,0.546222543366574
11658,ZNF780B,12,0.8453842970724584
11659,ZNF781,0,0.7814146374053591
11661,ZNF784,0,0.9992750174152618
11662,ZNF79,0,0.995059210276654
11663,ZNF791,0,0.9852450703554164
11664,ZNF792,8,0.8452653088663401
11665,ZNF80,0,0.9983341576453555
11666,ZNF800,13,0.9968926675438385
11667,ZNF804A,0,0.9781984137574352
11668,ZNF805,0,0.9721087198946868
11670,ZNF823,0,0.9792422877355447
11671,ZNF836,7,0.47752704499713705
11672,ZNF839,14,0.7232166010589957
11673,ZNF84,9,0.9945336974430574
11674,ZNF843,0,0.9704388758949707
11675,ZNF846,0,0.9992943963172358
11676,ZNF85,6,0.9855284852616087
11677,ZNF850,0,0.9966628424874976
11678,ZNF853,9,0.9998120803822468
11679,ZNF860,0,0.8287329712073958
11680,ZNF875,0,0.9680519926867931
11681,ZNF878,0,0.9997867953958137
11682,ZNF883,8,0.9699116540289381
11683,ZNF891,0,0.8561865839661444
11684,ZNF99,0,0.9996885444651077
11685,ZNRF1,9,0.9400433097272403
11686,ZNRF2,1,0.5698486968101882
11687,ZP1,0,0.999445164022198
11688,ZP4,0,0.9943165828225391
11689,ZRANB1,1,0.5314011167883919
11690,ZRANB2,13,0.7276705814420443
11691,ZRANB3,8,0.9772264686917222
11692,"ZRSR2,SRP19",0,0.9408294858304742
11693,ZSCAN1,0,0.998087432704832
11694,ZSCAN10,0,0.977236752385158
11695,ZSCAN12,0,0.997770112184736
11696,ZSCAN2,0,0.9978599852557956
11697,ZSCAN20,0,0.8909479521796331
11698,ZSCAN21,0,0.9764379897123107
11699,ZSCAN22,0,0.9992807682505298
11700,ZSCAN29,10,0.7190828834010213
11701,ZSCAN31,0,0.9953762719420416
11702,ZSCAN32,0,0.9998735924492451
11703,ZSCAN4,0,0.9900258204044097
11704,ZSCAN5A,0,0.9997551258036597
11705,ZSCAN5B,3,0.9940963797237832
11706,ZSCAN5C,0,0.9999609611212091
11707,ZSWIM3,0,0.9996922529323514
11708,ZSWIM5,3,0.9672664479719627
11709,ZSWIM6,9,0.9998038574454318
11710,ZSWIM9,8,0.8949213977673118
11711,ZXDA,0,0.9996519637803688
11712,ZXDB,11,0.5293044451161577
11713,ZYG11A,0,0.9978878695151349
11714,ZYX,3,0.9997427439834486
11715,A3GALT2,0,0.9999287056659217
11716,A4GALT,0,0.9996376959488448
11717,A4GNT,0,0.9980560134262553
11718,AACS,3,0.9166683915824692
11719,AADAC,0,0.9974608600052438
11720,AADACL2,0,0.999904897438538
11721,AAK1,1,0.7821080247385953
11722,AAR2,8,0.8094526044211814
11723,AARD,0,0.928423938131406
11724,AASDHPPT,1,0.9657717042136305
11725,ABCA10,0,0.6103614390147453
11726,ABCA2,12,0.9908197259618893
11727,ABCA5,8,0.5172038076220342
11728,ABCA7,0,0.8622679205799231
11729,ABCA8,0,0.9973225155710944
11730,ABCB7,6,0.9620271635993684
11731,ABCB9,12,0.9933146381179643
11732,ABCC11,0,0.9936808825067894
11733,ABCC2,0,0.9993456886840659
11734,ABCC4,0,0.7174504232953334
11735,ABCC5,1,0.9837656174231445
11736,ABCC9,0,0.9999533268838959
11737,ABCD4,0,0.9757056858503826
11738,ABCG1,10,0.5044109391626203
11739,ABCG2,0,0.9991358251496385
11740,ABHD12B,0,0.9989813714390603
11741,"ABHD14A,ABHD14A-ACY1",1,0.9201439038590383
11742,ABHD2,9,0.8870685992104759
11743,ABHD8,1,0.9665656102547517
11744,ABI3BP,8,0.9860453546347524
11745,ABITRAM,12,0.9727566352093396
11746,ABL1,6,0.991567557351891
11747,ABL2,12,0.5917592765544618
11748,ABLIM2,12,0.9904792772419104
11749,ABLIM3,8,0.9816774036720879
11750,ABO,0,0.9968229582799001
11751,ABRACL,9,0.9340590558132561
11752,ABRAXAS1,0,0.5680551343377066
11753,ACAA2,6,0.9161535351747739
11754,"ACAD11,NPHP3-ACAD11",1,0.9736734416307602
11755,ACADM,5,0.9996860134029294
11756,"ACAP1,KCTD11",10,0.9981844552343604
11757,ACAT1,1,0.9813754596380269
11758,ACBD4,0,0.9226029862335745
11759,ACCS,0,0.9999068704768042
11760,ACER1,0,0.9998012111311722
11761,ACIN1,4,0.8825646255844032
11762,ACKR4,0,0.9973386096020822
11763,ACLY,3,0.9999533429168155
11764,ACOT11,12,0.9949962904740123
11765,ACOT13,0,0.998528121789397
11766,ACOT4,0,0.9981212576402005
11767,ACOT6,0,0.9998051947346178
11768,ACOT8,8,0.775077842493911
11769,ACOX3,8,0.800909984398216
11770,ACP4,10,0.8157022451528084
11771,ACP6,14,0.9845751554373322
11772,ACP7,0,0.9988522253059438
11773,"ACSBG1,IDH3A",12,0.9730810353823613
11774,ACSBG2,0,0.9687265227209649
11775,ACSF2,10,0.9962859468303413
11776,ACSF3,0,0.9982052450233253
11777,ACSL1,9,0.9723880630947613
11778,ACSL3,9,0.5810242517535747
11779,ACSL4,1,0.940821690311066
11780,ACSM4,0,0.9980439485634616
11781,ACSS3,10,0.9565861857478828
11782,ACTA1,0,0.9848884057661522
11783,ACTL6A,6,0.999998598344938
11784,ACTL6B,1,0.7938378231887424
11785,ACTR10,1,0.9966226997947547
11786,ACTR2,3,0.9988393564983818
11787,ACTR5,10,0.9481093278977184
11788,ACTRT3,0,0.9928749872101642
11789,ACVR1B,1,0.9751209743618565
11790,ACVR2B,5,0.9954210182258114
11791,ACY3,10,0.6668415831343808
11792,ACYP2,6,0.7566960997427156
11793,ADA2,6,0.9999932941783077
11794,ADAD2,0,0.9980492341867192
11795,ADAM17,6,0.9001281088089634
11796,ADAM18,0,0.9778329208280442
11797,ADAM19,12,0.9992180871237362
11798,ADAM21,0,0.997097911674225
11799,ADAM22,1,0.9717433646327824
11800,ADAM23,1,0.6931681648939693
11801,ADAM28,0,0.9985387352708681
11802,ADAM32,0,0.997421791588396
11803,ADAM7,0,0.99986232946017
11804,ADAMTS13,1,0.977806843688871
11805,ADAMTS18,0,0.9993577729831895
11806,ADAMTS2,0,0.9309341844407386
11807,ADAMTS20,0,0.9671898989505594
11808,ADAMTS3,8,0.9145698207081538
11809,ADAMTS4,0,0.8474451693560382
11810,ADAMTS5,0,0.9840770935167639
11811,ADAMTS7,2,0.8301299755350044
11812,ADAMTSL1,0,0.9103508273027666
11813,ADAMTSL5,0,0.9926024343838041
11814,ADAP1,12,0.9966654037164009
11815,ADAP2,0,0.9999359996620052
11816,ADARB1,1,0.9703585721417061
11817,ADARB2,10,0.9125546570109809
11818,ADAT3,12,0.8326867330869581
11819,ADCK2,9,0.5466662271826248
11820,ADCY10,0,0.9869458680215423
11821,ADCY3,9,0.9345115199267131
11822,ADCY4,0,0.9998346423986185
11823,ADCYAP1,8,0.889866056758289
11824,ADGRA3,6,0.9992686168066116
11825,ADGRB1,9,0.9900957172362232
11826,ADGRD2,0,0.9814499361674017
11827,ADGRF1,0,0.9999279197246213
11828,ADGRG1,6,0.9998837892846827
11829,ADGRG4,0,0.999944964071987
11830,ADGRL1,1,0.8292338720917635
11831,ADGRL3,9,0.9086963407371976
11832,ADGRL4,0,0.9999800836641891
11833,ADGRV1,6,0.9999973667668155
11834,ADHFE1,10,0.9480858569217867
11835,ADIRF,8,0.9981035215962015
11836,ADNP,3,0.4980338773841527
11837,ADO,1,0.577020945120952
11838,ADORA1,12,0.9997702369801323
11839,ADORA2B,2,0.7566515065493978
11840,ADORA3,0,0.9950234731694204
11841,ADRA1A,0,0.830344086149815
11842,"ADSS2,ADSS",1,0.9751773647061261
11843,ADTRP,0,0.9998035136632525
11844,AEBP1,6,0.9973998508955172
11845,AFAP1L1,0,0.9997752360979749
11846,AFAP1L2,0,0.9818580542943431
11847,AFF4,4,0.9986772764832311
11848,AFG3L2,3,0.9963885489282728
11849,AFTPH,1,0.8635677416373078
11850,AGAP2,1,0.9783618912506967
11851,"AGAP7P,AGAP10P,TIMM23B-AGAP6,AGAP5,BMS1P2-AGAP9,AGAP6,BMS1P4-AGAP5,AGAP4,AGAP12P,LOC107984026,PARGP1-AGAP4,AGAP9",2,0.9978228057830922
11852,AGBL1,0,0.9724162747086533
11853,AGBL2,10,0.9296863899355642
11854,AGBL4,0,0.9804651174011434
11855,AGER,10,0.9991066370012128
11856,AGGF1,1,0.9078771632462606
11857,AGL,8,0.9395624287651003
11858,AGO4,1,0.9405362113356509
11859,AGPAT1,3,0.9621134182360166
11860,AGPAT2,0,0.9997462318467377
11861,AGR3,0,0.9991772011519703
11862,AGRN,8,0.877822763734854
11863,AGTRAP,10,0.961128069965621
11864,AGXT,0,0.9996792236971932
11865,AHCYL1,5,0.9977954786638741
11866,AHCYL2,2,0.6106447170600947
11867,AHDC1,1,0.9995329495069228
11868,AHNAK2,9,0.5785674204695576
11869,AHSP,1,0.9455406272146083
11870,AJM1,1,0.9937282112237181
11871,AK3,5,0.8602846329199212
11872,AK7,9,0.8354037282716561
11873,AKAP10,0,0.9210682681365787
11874,AKAP14,0,0.6448928635551594
11875,AKAP3,0,0.9990472877281654
11876,AKAP7,1,0.999132636089571
11877,AKAP8L,1,0.9916230994732744
11878,AKAP9,1,0.7610546958456174
11879,AKNA,14,0.8101373078323642
11880,"AKR1C1,AKR1C2",1,0.7760044653391739
11881,AKR1C3,1,0.9991067656920349
11882,AKR1C4,0,0.9994461419916383
11883,AKR1D1,0,0.9999005948006608
11884,AKR1E2,1,0.9817720221757531
11885,AKR7A3,14,0.6364081303050748
11886,AKT1S1,0,0.8367503864877313
11887,AKT3,3,0.9989427142282393
11888,AKTIP,0,0.9814125464888367
11889,ALAD,8,0.6010914615309537
11890,ALAS2,0,0.9892647817062586
11891,ALB,0,0.9997515813279255
11892,ALDH3A1,12,0.9930293465773314
11893,ALDH3A2,5,0.9997933345386973
11894,ALDH3B1,0,0.9988163439351747
11895,ALDH8A1,0,0.9983260597563951
11896,ALG14,0,0.5166409331126995
11897,ALG1L,10,0.8814588456841653
11898,ALG3,0,0.9998682098834515
11899,ALG5,0,0.9915340416287904
11900,ALG6,0,0.9995522624667368
11901,ALG8,0,0.7735032789995411
11902,ALK,0,0.9997453969198432
11903,ALKAL1,0,0.9994682998588048
11904,ALKBH1,0,0.9980399091112193
11905,ALKBH8,0,0.9908278984014629
11906,ALOX12,0,0.9961093699301622
11907,ALPL,8,0.7944540644610202
11908,ALPP,0,0.999608801228606
11909,ALS2CL,12,0.8196249226851567
11910,ALYREF,6,0.9389331667714736
11911,AMBN,0,0.9997454501225798
11912,AMBRA1,7,0.6527845765697581
11913,AMDHD1,0,0.9998721867658241
11914,AMELX,12,0.9995248698451253
11915,AMELY,0,0.9985698125430843
11916,AMER1,9,0.9986062265381028
11917,AMER3,12,0.8905619935042858
11918,AMMECR1,10,0.996988085487392
11919,AMOT,6,0.9882974525404116
11920,ANAPC13,4,0.9999579921990078
11921,ANAPC15,10,0.7663065147754116
11922,ANG,10,0.9961519644172785
11923,ANGEL1,0,0.9648650614209416
11924,ANGPTL3,0,0.9998409546230485
11925,ANGPTL5,0,0.9998567800473899
11926,ANHX,10,0.8289887555733956
11927,ANK2,1,0.8242643379042822
11928,ANK3,1,0.9994858964138521
11929,ANKEF1,0,0.9514690682831701
11930,ANKH,1,0.9960374645672064
11931,"ANKHD1-EIF4EBP3,ANKHD1",6,0.9995712469462945
11932,ANKIB1,1,0.864319791138179
11933,ANKMY1,10,0.9937084580160446
11934,ANKMY2,1,0.9969525242944368
11935,ANKRD1,0,0.8329459294459475
11936,ANKRD11,3,0.9980020529051177
11937,ANKRD12,1,0.9383608976441715
11938,ANKRD13B,1,0.863346027903385
11939,ANKRD13C,1,0.9866681410859808
11940,ANKRD13D,12,0.9338141612661771
11941,ANKRD18A,10,0.9992203260159861
11942,"ANKRD19P,EEF1D",5,0.9999988965878832
11943,ANKRD2,0,0.9642948473647714
11944,ANKRD27,12,0.9826177494939546
11945,ANKRD33,0,0.9998015810368672
11946,ANKRD35,0,0.9599588368601284
11947,"ANKRD36B,ANKRD36BP2,ANKRD36C,ANKRD36",1,0.9895314239542992
11948,ANKRD40,2,0.8845993210218083
11949,ANKRD40CL,0,0.9989423092331445
11950,ANKRD42,0,0.990753973653937
11951,ANKRD44,1,0.6611381390655541
11952,ANKRD45,1,0.969450067806221
11953,ANKRD46,1,0.99570705189291
11954,ANKRD49,0,0.5456527863270776
11955,ANKRD50,1,0.7125056082662594
11956,ANKRD52,12,0.9421048686585375
11957,ANKRD54,1,0.5213285816098647
11958,ANKRD65,8,0.9404301113204209
11959,ANKS1B,1,0.9995389585284221
11960,ANKS3,12,0.5904740437247838
11961,ANKS6,0,0.9981502688648775
11962,ANO4,12,0.9444303754886292
11963,ANO7,10,0.9375728201020689
11964,ANO9,0,0.9994747374800861
11965,ANP32A,4,0.9998507422404918
11966,ANP32E,6,0.9999990728257292
11967,ANTXR1,6,0.9459318822217052
11968,ANXA10,0,0.9942156112818158
11969,ANXA3,0,0.9997916313011382
11970,"ANXA8,ANXA8L1",10,0.9785929364557552
11971,AOX1,0,0.9995186734743182
11972,AP1B1,7,0.9987882774431611
11973,AP1G2,8,0.5158016824262809
11974,AP1M1,3,0.9545752564558388
11975,AP1S3,8,0.980305003499436
11976,AP2B1,3,0.9053282754342524
11977,AP2M1,3,0.9998979402711703
11978,AP2S1,3,0.9964949273334093
11979,AP3B2,9,0.7874398483036608
11980,AP3D1,1,0.7290481889884519
11981,AP3M1,6,0.6659381002102055
11982,AP3M2,12,0.9892722330332705
11983,AP3S1,3,0.7934948962936609
11984,AP4S1,12,0.6691548384763455
11985,AP5B1,12,0.9993416108689969
11986,APEH,0,0.999848218624523
11987,APELA,0,0.9998684180355485
11988,APEX1,5,0.9997780183090513
11989,APEX2,0,0.9998369903613199
11990,APOBEC3D,0,0.9998760630050438
11991,APOBEC3H,0,0.9996892727339854
11992,APOBEC4,0,0.9938271928727375
11993,"APOC4-APOC2,APOC4",0,0.9999394925660587
11994,APOD,0,0.7907133097425132
11995,APOL6,10,0.6880314332744679
11996,APOOL,10,0.7083750516439449
11997,APPL2,10,0.9996366483001674
11998,AQP1,0,0.9992226586975691
11999,AQP10,0,0.9999109949184296
12000,"AQP12A,AQP12B",0,0.9927826078398725
12001,AQP4,10,0.6220760277545668
12002,AQP5,0,0.9924436319149511
12003,AQP7,0,0.6796855118560611
12004,AQR,10,0.9808805992966692
12005,AR,10,0.9524241509451329
12006,ARAF,10,0.9978072152879722
12007,ARAP3,10,0.9146973383205019
12008,ARC,0,0.999875753450328
12009,AREG,0,0.9995913530512696
12010,ARF1,3,0.999526713084556
12011,ARF3,1,0.9731633662876966
12012,ARF6,3,0.9818073530154531
12013,ARFGAP1,12,0.5405499121521543
12014,ARFGEF3,9,0.6541409163995723
12015,ARHGAP10,10,0.8841369171408511
12016,"ARHGAP11A-SCG5,ARHGAP11A,ARHGAP11B",6,0.9864148796045556
12017,ARHGAP12,10,0.9983796669789307
12018,ARHGAP15,0,0.9918869111147188
12019,ARHGAP19,10,0.997341522592614
12020,ARHGAP20,1,0.9953064121393829
12021,ARHGAP23,1,0.9979747549504038
12022,ARHGAP26,12,0.9940139910453171
12023,ARHGAP28,10,0.9907688740737504
12024,ARHGAP33,3,0.991550644136823
12025,ARHGAP39,12,0.8473894575267755
12026,ARHGAP40,0,0.9986022646240497
12027,ARHGAP42,0,0.9973873503343381
12028,ARHGDIA,3,0.5515544762321696
12029,ARHGEF1,10,0.9682273275111309
12030,ARHGEF10,0,0.7143877783746372
12031,ARHGEF12,1,0.9663880106803189
12032,ARHGEF26,2,0.9965776325538093
12033,ARHGEF28,0,0.9996170971177091
12034,ARHGEF38,0,0.9990057088767414
12035,ARHGEF39,10,0.7961471453272786
12036,"ARHGEF4,FAM168B",3,0.9998975251295583
12037,ARHGEF6,10,0.4626341975592261
12038,ARHGEF7,3,0.6670207844965502
12039,ARHGEF9,1,0.9766218003207735
12040,ARIH1,3,0.9832312488088232
12041,ARIH2OS,0,0.9999146111186736
12042,ARL14,0,0.9989554032921771
12043,ARL15,12,0.8156782542345501
12044,ARL2,3,0.9388479306144735
12045,ARL5A,10,0.9491508471782405
12046,ARL6,9,0.930849712734855
12047,ARL6IP5,1,0.8671136343564777
12048,ARL6IP6,6,0.998047786499678
12049,ARMC9,1,0.9932090640592259
12050,ARMCX1,1,0.6301227208065582
12051,ARMCX2,12,0.898694954548023
12052,ARMT1,10,0.744576747027028
12053,ARPC1A,3,0.9945894739489983
12054,ARPC1B,0,0.9910629104689466
12055,ARPC3,3,0.9997252651818272
12056,ARPC4,3,0.8163434875310276
12057,ARRB1,9,0.938744632892919
12058,ARRB2,3,0.9045664948991522
12059,ARRDC1,3,0.8946017044410897
12060,ARRDC3,6,0.9999585119438422
12061,ARSA,8,0.5454198137067617
12062,ARSB,12,0.9097826299188843
12063,ARSJ,0,0.9997777948627339
12064,ART1,7,0.6575230414781126
12065,ARV1,8,0.888523399313496
12066,ARVCF,11,0.9999999907245584
12067,ASAH1,1,0.8338954291109572
12068,ASAP2,6,0.9885460150875877
12069,ASAP3,0,0.9386471460389625
12070,ASB16,0,0.9967487827566208
12071,ASB2,0,0.995135848059194
12072,ASB4,0,0.9996320570039334
12073,ASB7,0,0.9995454286573093
12074,ASB8,3,0.7456587770598221
12075,ASCC2,0,0.7054505288826374
12077,ASCL2,12,0.9845408575383382
12078,ASCL4,0,0.9995167145487955
12079,ASF1A,2,0.8323516809852727
12080,ASF1B,10,0.9974766076913868
12081,ASIC3,0,0.9981585534600917
12082,ASIP,0,0.9847212602836823
12083,ASMTL,9,0.6949010485755887
12084,ASNSD1,9,0.501437939303903
12085,ASPDH,0,0.9968715211251817
12086,ASPG,0,0.9533561618177357
12087,ASPM,2,0.7052261946647688
12088,ASPSCR1,2,0.9913494381804734
12089,ASTN2,8,0.9993325484064117
12090,ATAD2,6,0.9999627354881466
12091,ATAT1,3,0.9960138385602657
12092,ATF2,0,0.9997933693991153
12093,ATF3,0,0.9993518367347748
12094,ATF4,4,0.9999671245163593
12095,"ATF7,ATF7-NPFF",6,0.9829874125673035
12096,ATG10,0,0.9993293583430748
12097,ATG12,4,0.8991207522619538
12098,ATG13,13,0.9880621836010736
12099,ATG16L1,12,0.9976435454885964
12100,ATG2A,0,0.9984775786535564
12101,ATG3,3,0.9717124169756239
12102,ATG5,7,0.9611156239563305
12103,ATG7,10,0.9899220584879143
12104,ATL1,1,0.6097303490437468
12105,ATM,6,0.9947280759220963
12106,ATOH7,0,0.9962874091781101
12107,ATP10D,10,0.5652852930797064
12108,ATP13A1,12,0.921453180301464
12109,ATP13A4,10,0.806920636848268
12110,ATP13A5,0,0.9992382293122934
12111,ATP1A2,6,0.9999962608167655
12112,ATP1A3,1,0.8943281708238027
12113,ATP1A4,0,0.999258196339477
12114,ATP2A1,0,0.9995545450575755
12115,ATP2A2,9,0.8568163650176414
12116,ATP2B1,1,0.9437439826303142
12117,ATP2B2,12,0.9525464444994101
12118,ATP2B3,12,0.9969592056859254
12119,ATP4A,0,0.9965865091461145
12120,ATP4B,0,0.9997882790557067
12121,ATP5F1A,3,0.9999890267178256
12122,ATP5F1C,4,0.9997914061838068
12123,ATP5F1D,4,0.860534119585069
12124,ATP5MG,3,0.8202067141318661
12125,ATP5PD,4,0.9999984577588688
12126,ATP5PO,4,0.9872725227439283
12127,ATP6AP1,9,0.5398047869464474
12128,ATP6AP1L,10,0.9986047902782422
12129,ATP6AP2,1,0.9731090839892607
12130,ATP6V0A1,1,0.9923030436950827
12131,ATP6V0B,1,0.8869573858241177
12132,ATP6V0C,1,0.9001167226457275
12133,ATP6V0D1,3,0.5214074667119918
12134,ATP6V0E1,6,0.9983749687233807
12135,ATP6V1A,1,0.9866799082754071
12136,ATP6V1B2,1,0.9894049668733064
12137,ATP6V1C2,0,0.9991713288521771
12138,ATP6V1E2,10,0.8383136158826765
12139,ATP6V1F,3,0.9431575265178884
12140,ATP7B,0,0.9680313609276174
12141,ATP8A2,1,0.6737952083205173
12142,ATP9B,0,0.9908725186200943
12143,ATR,8,0.7681659482724761
12144,ATRN,1,0.9025944400557792
12145,ATXN10,1,0.9881116594301783
12146,ATXN1L,2,0.9675296736055702
12147,AURKA,6,0.9990602395195248
12148,AURKAIP1,6,0.9967058560237255
12149,AVIL,0,0.6924737743691256
12150,AVPI1,0,0.9998971240984837
12151,AWAT2,0,0.995274116490752
12152,AXIN1,0,0.9978342620130355
12153,AXIN2,1,0.9774181051004097
12154,AZGP1,0,0.9975041294543086
12155,AZI2,10,0.9698648470583477
12156,AZIN1,3,0.9961974469087495
12157,B2M,10,0.7976419162355516
12158,B3GALNT1,1,0.9702339661974567
12159,B3GALNT2,6,0.9995874287048027
12160,B3GALT5,0,0.9999250744717196
12161,B3GAT1,8,0.8701431191741837
12162,B3GAT3,9,0.9227504371627107
12163,"B3GNT4,DIABLO",2,0.9856920254824636
12164,B4GALNT3,8,0.6646037224230047
12165,B4GALNT4,12,0.61579064943658
12166,B4GALT1,0,0.9777725612462168
12167,B4GALT7,10,0.9052124491102486
12168,BAALC,9,0.5473257995771216
12169,BAAT,0,0.9990983635842365
12170,BABAM1,3,0.9982858196033823
12171,BACH2,1,0.9980951929616634
12172,BAHD1,2,0.7177728716920154
12173,BANF1,4,0.999938894960431
12174,BANF2,0,0.9955899656842531
12175,BANP,0,0.8403833135115888
12176,BARHL1,0,0.9993750731124216
12177,BATF3,8,0.9993770069000352
12178,BAZ1A,6,0.9811089793266635
12179,BAZ2A,14,0.9723443406929565
12180,BAZ2B,6,0.9999908798420308
12181,BBC3,6,0.8068804119934813
12182,BBOX1,0,0.9994596643690669
12183,BBX,10,0.7304214939854098
12184,BCAS3,1,0.8629724631689957
12185,BCHE,10,0.9879471368169619
12186,BCKDHA,5,0.9991633683578807
12187,BCL2L12,10,0.6458050202913727
12188,BCL2L2,1,0.9285330630945631
12189,BCORL1,12,0.8624488501867827
12190,BCR,9,0.9941268651136421
12191,BDH2,10,0.9976778967186168
12192,BDP1,1,0.9768200757294319
12193,BEAN1,12,0.806559559466496
12194,BET1,10,0.8048884210488028
12195,BEX1,1,0.704282004034595
12196,BEX2,1,0.95399250136711
12197,BEX3,4,0.9085930090550616
