"","x"
"1276","AURKA"
"1277","AURKAIP1"
"1278","AURKB"
"1279","AURKC"
"1280","AUTS2"
"1281","AVEN"
"1282","AVIL"
"1283","AVL9"
"1284","AVP"
"1285","AVPI1"
"1286","AVPR1A"
"1287","AVPR1B"
"1288","AVPR2"
"1289","AWAT1"
"1290","AWAT2"
"1291","AXDND1"
"1292","AXIN1"
"1293","AXIN2"
"1294","AXL"
"1295","AZGP1"
"1296","AZI2"
"1297","AZIN1"
"1298","AZIN2"
"1299","AZU1"
"1300","B2M"
"1301","B3GALNT1"
"1302","B3GALNT2"
"1303","B3GALT1"
"1304","B3GALT2"
"1305","B3GALT4,WDR46"
"1306","B3GALT5"
"1307","B3GALT6"
"1308","B3GAT1"
"1309","B3GAT2"
"1310","B3GAT3"
"1311","B3GLCT"
"1312","B3GNT2"
"1313","B3GNT3"
"1314","B3GNT4,DIABLO"
"1315","B3GNT5"
"1316","B3GNT6"
"1317","B3GNT7"
"1318","B3GNT8"
"1319","B3GNT9"
"1320","B3GNTL1"
"1321","B4GALNT1"
"1322","B4GALNT2"
"1323","B4GALNT3"
"1324","B4GALNT4"
"1325","B4GALT1"
"1326","B4GALT2"
"1327","B4GALT3"
"1328","B4GALT4"
"1329","B4GALT5"
"1330","B4GALT6"
"1331","B4GALT7"
"1332","B4GAT1"
"1333","B9D2"
"1334","BAALC"
"1335","BAAT"
"1336","BABAM1"
"1337","BABAM2"
"1338","BACE1"
"1339","BACE2"
"1340","BACH1"
"1341","BACH2"
"1342","BAD"
"1343","BAG1"
"1344","BAG2"
"1345","BAG3"
"1346","BAG4"
"1347","BAG5"
"1348","BAGE3,BAGE2,BAGE"
"1349","BAGE5,BAGE4"
"1350","BAHCC1"
"1351","BAHD1"
"1352","BAIAP2"
"1353","BAIAP2L1"
"1354","BAIAP2L2"
"1355","BAIAP3"
"1356","BAK1"
"1357","BAMBI"
"1358","BANF1"
"1359","BANF2"
"1360","BANK1"
"1361","BANP"
"1362","BAP1"
"1363","BARD1"
"1364","BARHL1"
"1365","BARHL2"
"1366","BARX1"
"1367","BARX2"
"1368","BASP1"
"1369","BATF"
"1370","BATF2"
"1371","BATF3"
"1372","BAX"
"1373","BAZ1A"
"1374","BAZ1B"
"1375","BAZ2A"
"1376","BAZ2B"
"1377","BBC3"
"1378","BBIP1"
"1379","BBOF1"
"1380","BBOX1"
"1381","BBS1"
"1382","BBS10"
"1383","BBS12"
"1384","BBS2"
"1385","BBS4"
"1386","BBS5"
"1387","BBS7"
"1388","BBS9"
"1389","BBX"
"1390","BCAM"
"1391","BCAN"
"1392","BCAP31"
"1393","BCAR1"
"1394","BCAR3"
"1395","BCAS1"
"1396","BCAS2"
"1397","BCAS3"
"1398","BCAS4"
"1399","BCAT1"
"1400","BCCIP"
"1401","BCDIN3D"
"1402","BCHE"
"1403","BCKDHA"
"1404","BCKDHB"
"1405","BCKDK"
"1406","BCL10"
"1407","BCL11A"
"1408","BCL11B"
"1409","BCL2"
"1410","BCL2A1"
"1411","BCL2L1"
"1412","BCL2L10"
"1413","BCL2L11"
"1414","BCL2L12"
"1415","BCL2L13"
"1416","BCL2L14"
"1417","BCL2L15"
"1418","BCL2L2"
"1419","BCL3"
"1420","BCL6"
"1421","BCL6B"
"1422","BCL7A"
"1423","BCL7B"
"1424","BCL7C"
"1425","BCL9"
"1426","BCL9L,CXCR5"
"1427","BCLAF1"
"1428","BCLAF3"
"1429","BCO1"
"1430","BCO2"
"1431","BCOR"
"1432","BCORL1"
"1433","BCR"
"1434","BCS1L"
"1435","BDH1"
"1436","BDH2"
"1437","BDKRB1"
"1438","BDKRB2"
"1439","BDNF"
"1440","BDP1"
"1441","BEAN1"
"1442","BECN1"
"1443","BECN2"
"1444","BEGAIN"
"1445","BEND2"
"1446","BEND3"
"1447","BEND4"
"1448","BEND5"
"1449","BEND6"
"1450","BEND7"
"1451","BEST2"
"1452","BEST3"
"1453","BEST4"
"1454","BET1"
"1455","BET1L"
"1456","BEX1"
"1457","BEX2"
"1458","BEX3"
"1459","BEX4"
"1460","BEX5"
"1461","BFAR"
"1462","BFSP1"
"1463","BFSP2"
"1464","BGN"
"1465","BHLHA15"
"1466","BHLHB9,ARMCX5-GPRASP2"
"1467","BHLHE22"
"1468","BHLHE23"
"1469","BHLHE40"
"1470","BHLHE41"
"1471","BHMG1"
"1472","BHMT"
"1473","BHMT2"
"1474","BICC1"
"1475","BICD1"
"1476","BICD2"
"1477","BICDL1"
"1478","BICDL2"
"1479","BICRA"
"1480","BICRAL"
"1481","BID"
"1482","BIK"
"1483","BIN1"
"1484","BIN2"
"1485","BIN3"
"1486","BIRC2"
"1487","BIRC3"
"1488","BIRC5"
"1489","BIRC6"
"1490","BIRC7"
"1491","BIRC8"
"1492","BIVM"
"1493","BLCAP"
"1494","BLID"
"1495","BLK"
"1496","BLM"
"1497","BLMH"
"1498","BLNK"
"1499","BLOC1S1"
"1500","BLOC1S2"
"1501","BLOC1S3"
"1502","BLOC1S4"
"1503","BLOC1S5"
"1504","BLOC1S5-TXNDC5,TXNDC5"
"1505","BLOC1S6"
"1506","BLVRA"
"1507","BLVRB"
"1508","BLZF1"
"1509","BMERB1"
"1510","BMF"
"1511","BMP1"
"1512","BMP10"
"1513","BMP15"
"1514","BMP2"
"1515","BMP2K"
"1516","BMP3"
"1517","BMP4"
"1518","BMP5"
"1519","BMP6"
"1520","BMP7"
"1521","BMP8A,BMP8B"
"1522","BMPER"
"1523","BMPR1A"
"1524","BMPR1B"
"1525","BMPR2"
"1526","BMS1"
"1527","BMT2"
"1528","BMX"
"1529","BNC1"
"1530","BNC2"
"1531","BNIP1"
"1532","BNIP2"
"1533","BNIP3"
"1534","BNIP3L"
"1535","BNIP5"
"1536","BNIPL"
"1537","BOC"
"1538","BOD1"
"1539","BOD1L1"
"1540","BOD1L2"
"1541","BOK"
"1542","BOLA1"
"1543","BOLA2B,BOLA2"
"1544","BOLA3"
"1545","BOLL"
"1546","BOP1"
"1547","BORA"
"1548","BORCS5"
"1549","BORCS6"
"1550","BORCS7"
"1551","BORCS7-ASMT,AS3MT"
"1552","BORCS8"
"1553","BPGM"
"1554","BPHL"
"1555","BPI"
"1556","BPIFA1"
"1557","BPIFA2"
"1558","BPIFA3"
"1559","BPIFB1"
"1560","BPIFB2"
"1561","BPIFB3"
"1562","BPIFB4"
"1563","BPIFB6"
"1564","BPIFC"
"1565","BPNT1"
"1566","BPTF"
"1567","BPY2C,BPY2B,BPY2"
"1568","BRAF"
"1569","BRAP"
"1570","BRAT1"
"1571","BRCA1"
"1572","BRCA2"
"1573","BRCC3"
"1574","BRD1"
"1575","BRD2"
"1576","BRD3"
"1577","BRD3OS"
"1578","BRD4"
"1579","BRD7"
"1580","BRD8"
"1581","BRD9"
"1582","BRDT"
"1583","BRF1"
"1584","BRF2"
"1585","BRI3"
"1586","BRI3BP"
"1587","BRICD5"
"1588","BRINP1"
"1589","BRINP2"
"1590","BRINP3"
"1591","BRIP1"
"1592","BRIX1"
"1593","BRK1"
"1594","BRMS1"
"1595","BRMS1L"
"1596","BROX"
"1597","BRPF1"
"1598","BRPF3"
"1599","BRS3"
"1600","BRSK1"
"1601","BRSK2"
"1602","BRWD1"
"1603","BRWD3"
"1604","BSCL2,HNRNPUL2-BSCL2"
"1605","BSDC1"
"1606","BSG"
"1607","BSN"
"1608","BSND"
"1609","BSPH1"
"1610","BSPRY"
"1611","BST1"
"1612","BST2"
"1613","BSX"
"1614","BTAF1"
"1615","BTBD1"
"1616","BTBD10"
"1617","BTBD11"
"1618","BTBD16"
"1619","BTBD17"
"1620","BTBD18"
"1621","BTBD19"
"1622","BTBD2"
"1623","BTBD3"
"1624","BTBD6"
"1625","BTBD7"
"1626","BTBD8"
"1627","BTBD9"
"1628","BTC"
"1629","BTD"
"1630","BTF3"
"1631","BTF3L4"
"1632","BTG1"
"1633","BTG2"
"1634","BTG3"
"1635","BTG4"
"1636","BTK"
"1637","BTLA"
"1638","BTN1A1"
"1639","BTN2A1"
"1640","BTN2A2"
"1641","BTN3A1"
"1642","BTN3A2"
"1643","BTN3A3"
"1644","BTNL2"
"1645","BTNL3"
"1646","BTNL8"
"1647","BTNL9"
"1648","BTRC"
"1649","BUB1"
"1650","BUB1B"
"1651","BUB3"
"1652","BUD13"
"1653","BUD23"
"1654","BUD31,PTCD1,ATP5MF-PTCD1"
"1655","BVES"
"1656","BYSL"
"1657","BZW1"
"1658","BZW2"
"1659","C10orf105"
"1660","C10orf120"
"1661","C10orf126"
"1662","C10orf143"
"1663","C10orf53"
"1664","C10orf62"
"1665","C10orf67"
"1666","C10orf71"
"1667","C10orf82"
"1668","C10orf88"
"1669","C10orf90"
"1670","C10orf95"
"1671","C10orf99"
"1672","C11orf1"
"1673","C11orf16"
"1674","C11orf21"
"1675","C11orf24"
"1676","C11orf42"
"1677","C11orf45"
"1678","C11orf49"
"1679","C11orf53"
"1680","C11orf54"
"1681","C11orf58"
"1682","C11orf65"
"1683","C11orf68"
"1684","C11orf71"
"1685","C11orf74"
"1686","C11orf80"
"1687","C11orf86"
"1688","C11orf87"
"1689","C11orf88"
"1690","C11orf91"
"1691","C11orf94"
"1692","C11orf95"
"1693","C11orf96"
"1694","C11orf97"
"1695","C12orf10"
"1696","C12orf29"
"1697","C12orf4"
"1698","C12orf40"
"1699","C12orf42"
"1700","C12orf43,HNF1A"
"1701","C12orf45"
"1702","C12orf49"
"1703","C12orf50"
"1704","C12orf54"
"1705","C12orf56"
"1706","C12orf57"
"1707","C12orf60"
"1708","C12orf65"
"1709","C12orf66"
"1710","C12orf71"
"1711","C12orf73"
"1712","C12orf74"
"1713","C12orf75"
"1714","C12orf76"
"1715","C13orf42"
"1716","C13orf46"
"1717","C14orf119"
"1718","C14orf132"
"1719","C14orf177"
"1720","C14orf178"
"1721","C14orf180"
"1722","C14orf28"
"1723","C14orf39"
"1724","C14orf93"
"1725","C15orf39"
"1726","C15orf40"
"1727","C15orf41"
"1728","C15orf48"
"1729","C15orf61"
"1730","C15orf62"
"1731","C15orf65"
"1732","C16orf46"
"1733","C16orf54"
"1734","C16orf58"
"1735","C16orf70"
"1736","C16orf71"
"1737","C16orf72"
"1738","C16orf74"
"1739","C16orf78"
"1740","C16orf82"
"1741","C16orf86"
"1742","C16orf87"
"1743","C16orf89"
"1744","C16orf90"
"1745","C16orf91"
"1746","C16orf92"
"1747","C16orf95"
"1748","C16orf96"
"1749","C17orf100"
"1750","C17orf107"
"1751","C17orf113"
"1752","C17orf49"
"1753","C17orf50"
"1754","C17orf58"
"1755","C17orf64"
"1756","C17orf67"
"1757","C17orf75"
"1758","C17orf78"
"1759","C17orf80"
"1760","C17orf98"
"1761","C17orf99"
"1762","C18orf21"
"1763","C18orf25"
"1764","C18orf54"
"1765","C18orf63"
"1766","C19orf12"
"1767","C19orf18"
"1768","C19orf25"
"1769","C19orf33"
"1770","C19orf38"
"1771","C19orf44"
"1772","C19orf47"
"1773","C19orf48"
"1774","C19orf53"
"1775","C19orf54"
"1776","C19orf57"
"1777","C19orf67"
"1778","C19orf71"
"1779","C19orf73"
"1780","C19orf81"
"1781","C19orf84"
"1782","C1D"
"1783","C1GALT1"
"1784","C1GALT1C1"
"1785","C1GALT1C1L"
"1786","C1orf100"
"1787","C1orf105"
"1788","C1orf109"
"1789","C1orf112"
"1790","C1orf115"
"1791","C1orf116"
"1792","C1orf122"
"1793","C1orf127"
"1794","C1orf131"
"1795","C1orf141"
"1796","C1orf146"
"1797","C1orf158"
"1798","C1orf159"
"1799","C1orf162"
"1800","C1orf167"
"1801","C1orf174"
"1802","C1orf185"
"1803","C1orf189"
"1804","C1orf194"
"1805","C1orf198"
"1806","C1orf21"
"1807","C1orf210"
"1808","C1orf216"
"1809","C1orf226"
"1810","C1orf232"
"1811","C1orf35"
"1812","C1orf43"
"1813","C1orf50"
"1814","C1orf52"
"1815","C1orf53"
"1816","C1orf54"
"1817","C1orf56"
"1818","C1orf61"
"1819","C1orf68"
"1820","C1orf74"
"1821","C1orf87"
"1822","C1orf94"
"1823","C1QA"
"1824","C1QB"
"1825","C1QBP"
"1826","C1QC"
"1827","C1QL1"
"1828","C1QL2"
"1829","C1QL3"
"1830","C1QL4"
"1831","C1QTNF1"
"1832","C1QTNF12"
"1833","C1QTNF2"
"1834","C1QTNF3-AMACR,AMACR"
"1835","C1QTNF3-AMACR,C1QTNF3"
"1836","C1QTNF4"
"1837","C1QTNF6"
"1838","C1QTNF7"
"1839","C1QTNF8"
"1840","C1QTNF9"
"1841","C1QTNF9B"
"1842","C1R"
"1843","C1RL"
"1844","C1S"
"1845","C2"
"1846","C20orf141"
"1847","C20orf144"
"1848","C20orf173"
"1849","C20orf194"
"1850","C20orf202"
"1851","C20orf203"
"1852","C20orf204"
"1853","C20orf27"
"1854","C20orf85"
"1855","C20orf96"
"1856","C21orf58"
"1857","C21orf59-TCP10L,CFAP298"
"1858","C21orf62"
"1859","C21orf91"
"1860","C22orf15"
"1861","C22orf23"
"1862","C22orf31"
"1863","C22orf39"
"1864","C22orf42"
"1865","C2CD2"
"1866","C2CD2L"
"1867","C2CD3"
"1868","C2CD4A"
"1869","C2CD4B"
"1870","C2CD4C"
"1871","C2CD4D"
"1872","C2CD5"
"1873","C2CD6"
"1874","C2orf15"
"1875","C2orf16"
"1876","C2orf42"
"1877","C2orf49"
"1878","C2orf50"
"1879","C2orf66"
"1880","C2orf68"
"1881","C2orf69"
"1882","C2orf72"
"1883","C2orf73"
"1884","C2orf74"
"1885","C2orf76"
"1886","C2orf78"
"1887","C2orf80"
"1888","C2orf81"
"1889","C2orf83"
"1890","C2orf88"
"1891","C2orf91"
"1892","C2orf92"
"1893","C3"
"1894","C3AR1"
"1895","C3orf14"
"1896","C3orf18"
"1897","C3orf20"
"1898","C3orf22"
"1899","C3orf33"
"1900","C3orf35"
"1901","C3orf36"
"1902","C3orf38"
"1903","C3orf49"
"1904","C3orf52"
"1905","C3orf56"
"1906","C3orf62"
"1907","C3orf67"
"1908","C3orf70"
"1909","C3orf80"
"1910","C3orf84"
"1911","C3orf85"
"1912","C4B_2,C4B,C4A,LOC110384692"
"1913","C4BPA"
"1914","C4BPB"
"1915","C4orf17"
"1916","C4orf19"
"1917","C4orf3"
"1918","C4orf33"
"1919","C4orf36"
"1920","C4orf45"
"1921","C4orf46"
"1922","C4orf47"
"1923","C4orf48"
"1924","C4orf50"
"1925","C4orf51"
"1926","C4orf54"
"1927","C5"
"1928","C5AR1"
"1929","C5AR2"
"1930","C5orf15"
"1931","C5orf22"
"1932","C5orf24"
"1933","C5orf30"
"1934","C5orf34"
"1935","C5orf38"
"1936","C5orf46"
"1937","C5orf47"
"1938","C5orf49"
"1939","C5orf51,FBXO4"
"1940","C5orf52"
"1941","C5orf58"
"1942","C5orf60"
"1943","C5orf63"
"1944","C5orf67"
"1945","C6"
"1946","C6orf118"
"1947","C6orf120"
"1948","C6orf132"
"1949","C6orf136"
"1950","C6orf141"
"1951","C6orf15"
"1952","C6orf163"
"1953","C6orf201"
"1954","C6orf223"
"1955","C6orf226"
"1956","C6orf47,BAG6"
"1957","C6orf52"
"1958","C6orf58"
"1959","C6orf62"
"1960","C6orf89"
"1961","C7"
"1962","C7orf25"
"1963","C7orf26"
"1964","C7orf31"
"1965","C7orf33"
"1966","C7orf50"
"1967","C7orf57"
"1968","C7orf61"
"1969","C7orf77"
"1970","C8A"
"1971","C8B"
"1972","C8G"
"1973","C8orf33"
"1974","C8orf34"
"1975","C8orf37"
"1976","C8orf44"
"1977","C8orf48"
"1978","C8orf58"
"1979","C8orf74"
"1980","C8orf76"
"1981","C8orf82"
"1982","C8orf86"
"1983","C8orf88"
"1984","C8orf89"
"1985","C9"
"1986","C9orf116"
"1987","C9orf129"
"1988","C9orf131"
"1989","C9orf135"
"1990","C9orf152"
"1991","C9orf153"
"1992","C9orf16"
"1993","C9orf24"
"1994","C9orf40"
"1995","C9orf43"
"1996","C9orf47"
"1997","C9orf50"
"1998","C9orf57"
"1999","C9orf64"
"2000","C9orf72"
"2001","C9orf78"
"2002","C9orf85"
"2003","C9orf92"
"2004","CA1"
"2005","CA10"
"2006","CA11"
"2007","CA12"
"2008","CA13"
"2009","CA14"
"2010","CA2"
"2011","CA3"
"2012","CA4"
"2013","CA5A"
"2014","CA5B,CA5BP1-CA5B"
"2015","CA6"
"2016","CA7"
"2017","CA8"
"2018","CA9"
"2019","CAAP1"
"2020","CAB39"
"2021","CAB39L"
"2022","CABCOCO1"
"2023","CABIN1"
"2024","CABLES1"
"2025","CABLES2"
"2026","CABP1"
"2027","CABP2"
"2028","CABP4"
"2029","CABP5"
"2030","CABP7"
"2031","CABS1"
"2032","CABYR"
"2033","CACFD1"
"2034","CACHD1"
"2035","CACNA1A"
"2036","CACNA1B"
"2037","CACNA1C"
"2038","CACNA1D"
"2039","CACNA1E"
"2040","CACNA1F"
"2041","CACNA1G"
"2042","CACNA1H"
"2043","CACNA1I"
"2044","CACNA1S"
"2045","CACNA2D1"
"2046","CACNA2D2"
"2047","CACNA2D3"
"2048","CACNA2D4"
"2049","CACNB1"
"2050","CACNB2"
"2051","CACNB3"
"2052","CACNB4"
"2053","CACNG1"
"2054","CACNG2"
"2055","CACNG3"
"2056","CACNG4"
"2057","CACNG5"
"2058","CACNG6"
"2059","CACNG7"
"2060","CACNG8"
"2061","CACTIN"
"2062","CACUL1"
"2063","CACYBP"
"2064","CAD"
"2065","CADM1"
"2066","CADM2"
"2067","CADM3"
"2068","CADM4"
"2069","CADPS"
"2070","CADPS2"
"2071","CAGE1"
"2072","CALB1"
"2073","CALB2"
"2074","CALCA"
"2075","CALCB"
"2076","CALCOCO1"
"2077","CALCOCO2"
"2078","CALCR"
"2079","CALCRL"
"2080","CALD1"
"2081","CALHM1"
"2082","CALHM2"
"2083","CALHM3"
"2084","CALHM4"
"2085","CALHM5"
"2086","CALHM6"
"2087","CALM1"
"2088","CALM2"
"2089","CALM3"
"2090","CALML3"
"2091","CALML4"
"2092","CALML5"
"2093","CALML6"
"2094","CALN1"
"2095","CALR"
"2096","CALR3"
"2097","CALU"
"2098","CALY"
"2099","CAMK1"
"2100","CAMK1D"
"2101","CAMK1G"
"2102","CAMK2A"
"2103","CAMK2B"
"2104","CAMK2D"
"2105","CAMK2G"
"2106","CAMK2N1"
"2107","CAMK2N2"
"2108","CAMK4"
"2109","CAMKK1"
"2110","CAMKK2"
"2111","CAMKMT"
"2112","CAMKV"
"2113","CAMLG"
"2114","CAMP"
"2115","CAMSAP1"
"2116","CAMSAP2"
"2117","CAMSAP3"
"2118","CAMTA1"
"2119","CAMTA2"
"2120","CAND1"
"2121","CAND2"
"2122","CANT1"
"2123","CANX"
"2124","CAP2"
"2125","CAPG"
"2126","CAPN1"
"2127","CAPN10"
"2128","CAPN11"
"2129","CAPN12"
"2130","CAPN13"
"2131","CAPN14"
"2132","CAPN15"
"2133","CAPN2"
"2134","CAPN3"
"2135","CAPN5"
"2136","CAPN6"
"2137","CAPN7"
"2138","CAPN8"
"2139","CAPN9"
"2140","CAPNS1"
"2141","CAPNS2"
"2142","CAPRIN1"
"2143","CAPRIN2"
"2144","CAPS"
"2145","CAPS2"
"2146","CAPSL"
"2147","CAPZA1"
"2148","CAPZA2"
"2149","CAPZA3"
"2150","CAPZB"
"2151","CARD10"
"2152","CARD11"
"2153","CARD14"
"2154","CARD16"
"2155","CARD17"
"2156","CARD18"
"2157","CARD19"
"2158","CARD6"
"2159","CARD8"
"2160","CARD9"
"2161","CARF"
"2162","CARHSP1"
"2163","CARM1"
"2164","CARMIL1"
"2165","CARMIL2"
"2166","CARMIL3"
"2167","CARNMT1"
"2168","CARNS1"
"2169","CARS,CARS1"
"2170","CARS2"
"2171","CARTPT"
"2172","CASC1"
"2173","CASC3"
"2174","CASC4"
"2175","CASD1"
"2176","CASK"
"2177","CASKIN1"
"2178","CASKIN2"
"2179","CASP1"
"2180","CASP10"
"2181","CASP12"
"2182","CASP14"
"2183","CASP2"
"2184","CASP3"
"2185","CASP4"
"2186","CASP5"
"2187","CASP6"
"2188","CASP7"
"2189","CASP8"
"2190","CASP8AP2"
"2191","CASP9"
"2192","CASQ1"
"2193","CASQ2"
"2194","CASR"
"2195","CASS4"
"2196","CAST"
"2197","CASTOR1"
"2198","CASTOR2"
"2199","CASTOR3"
"2200","CASZ1"
"2201","CAT"
"2202","CATIP"
"2203","CATSPER1"
"2204","CATSPER3"
"2205","CATSPER4"
"2206","CATSPERB"
"2207","CATSPERD"
"2208","CATSPERE"
"2209","CATSPERG"
"2210","CAV1"
"2211","CAV2"
"2212","CAV3"
"2213","CAVIN1"
"2214","CAVIN2"
"2215","CAVIN3"
"2216","CAVIN4"
"2217","CBARP"
"2218","CBFA2T2"
"2219","CBFA2T3"
"2220","CBFB"
"2221","CBL"
"2222","CBLB"
"2223","CBLC"
"2224","CBLIF"
"2225","CBLL1"
"2226","CBLL2"
"2227","CBLN1"
"2228","CBLN2"
"2229","CBLN3"
"2230","CBLN4"
"2231","CBR1"
"2232","CBR3"
"2233","CBSL,CBS"
"2234","CBWD6,CBWD3,CBWD2,CBWD1,CBWD5"
"2235","CBX1"
"2236","CBX2"
"2237","CBX3"
"2238","CBX4"
"2239","CBX5"
"2240","CBX6"
"2241","CBX7"
"2242","CBX8"
"2243","CBY1"
"2244","CBY2,SPERT"
"2245","CBY3"
"2246","CC2D1A"
"2247","CC2D1B"
"2248","CC2D2A"
"2249","CC2D2B"
"2250","CCAR1"
"2251","CCAR2"
"2252","CCBE1"
"2253","CCDC102A"
"2254","CCDC102B"
"2255","CCDC103"
"2256","CCDC105"
"2257","CCDC106"
"2258","CCDC107"
"2259","CCDC110"
"2260","CCDC112"
"2261","CCDC113"
"2262","CCDC114"
"2263","CCDC115"
"2264","CCDC116"
"2265","CCDC117"
"2266","CCDC12"
"2267","CCDC120"
"2268","CCDC121"
"2269","CCDC122"
"2270","CCDC124"
"2271","CCDC125"
"2272","CCDC126"
"2273","CCDC127"
"2274","CCDC13"
"2275","CCDC130"
"2276","CCDC134"
"2277","CCDC136"
"2278","CCDC137"
"2279","CCDC138"
"2280","CCDC14"
"2281","CCDC140"
"2282","CCDC141"
"2283","CCDC142"
"2284","CCDC144NL"
"2285","CCDC146"
"2286","CCDC148"
"2287","CCDC149"
"2288","CCDC15"
"2289","CCDC150"
"2290","CCDC151"
"2291","CCDC152"
"2292","CCDC153"
"2293","CCDC154"
"2294","CCDC155"
"2295","CCDC157"
"2296","CCDC158"
"2297","CCDC159"
"2298","CCDC160"
"2299","CCDC163"
"2300","CCDC166"
"2301","CCDC167"
"2302","CCDC168"
"2303","CCDC169"
"2304","CCDC169-SOHLH2,SOHLH2"
"2305","CCDC17"
"2306","CCDC170"
"2307","CCDC171"
"2308","CCDC172"
"2309","CCDC173"
"2310","CCDC174"
"2311","CCDC175"
"2312","CCDC177"
"2313","CCDC178"
"2314","CCDC179"
"2315","CCDC18"
"2316","CCDC180"
"2317","CCDC181"
"2318","CCDC182"
"2319","CCDC183"
"2320","CCDC184"
"2321","CCDC185"
"2322","CCDC186"
"2323","CCDC187"
"2324","CCDC188"
"2325","CCDC190"
"2326","CCDC191"
"2327","CCDC192"
"2328","CCDC196"
"2329","CCDC197"
"2330","CCDC198"
"2331","CCDC200"
"2332","CCDC22"
"2333","CCDC24"
"2334","CCDC27"
"2335","CCDC28A"
"2336","CCDC28B"
"2337","CCDC3"
"2338","CCDC30"
"2339","CCDC32"
"2340","CCDC33"
"2341","CCDC34"
"2342","CCDC36"
"2343","CCDC38"
"2344","CCDC39"
"2345","CCDC40"
"2346","CCDC42"
"2347","CCDC43"
"2348","CCDC47"
"2349","CCDC50"
"2350","CCDC51"
"2351","CCDC54"
"2352","CCDC57"
"2353","CCDC58"
"2354","CCDC59"
"2355","CCDC6"
"2356","CCDC60"
"2357","CCDC61"
"2358","CCDC62"
"2359","CCDC63"
"2360","CCDC65"
"2361","CCDC66"
"2362","CCDC68"
"2363","CCDC69"
"2364","CCDC7"
"2365","CCDC70"
"2366","CCDC71"
"2367","CCDC71L"
"2368","CCDC73"
"2369","CCDC74A"
"2370","CCDC74B"
"2371","CCDC77"
"2372","CCDC78"
"2373","CCDC8"
"2374","CCDC80"
"2375","CCDC81"
"2376","CCDC82"
"2377","CCDC83"
"2378","CCDC84"
"2379","CCDC85A"
"2380","CCDC85B"
"2381","CCDC85C,CCNK"
"2382","CCDC86"
"2383","CCDC87"
"2384","CCDC88A"
"2385","CCDC88B"
"2386","CCDC88C"
"2387","CCDC89"
"2388","CCDC9"
"2389","CCDC90B"
"2390","CCDC91"
"2391","CCDC92"
"2392","CCDC93"
"2393","CCDC96"
"2394","CCDC97"
"2395","CCDC9B"
"2396","CCER1"
"2397","CCER2"
"2398","CCHCR1"
"2399","CCIN"
"2400","CCK"
"2401","CCKAR"
"2402","CCKBR"
"2403","CCL1"
"2404","CCL11"
"2405","CCL13"
"2406","CCL15"
"2407","CCL15-CCL14,CCL14"
"2408","CCL16"
"2409","CCL17"
"2410","CCL18"
"2411","CCL19"
"2412","CCL2"
"2413","CCL20"
"2414","CCL21"
"2415","CCL22"
"2416","CCL23"
"2417","CCL24"
"2418","CCL25"
"2419","CCL26"
"2420","CCL27"
"2421","CCL28"
"2422","CCL3L1,CCL3L3,CCL3"
"2423","CCL4L1,CCL4,CCL4L2"
"2424","CCL5"
"2425","CCL7"
"2426","CCL8"
"2427","CCM2"
"2428","CCM2L"
"2429","CCN1"
"2430","CCN2"
"2431","CCN3"
"2432","CCN4"
"2433","CCN5"
"2434","CCN6"
"2435","CCNA1"
"2436","CCNA2"
"2437","CCNB1"
"2438","CCNB1IP1"
"2439","CCNB2"
"2440","CCNB3"
"2441","CCNC"
"2442","CCND1"
"2443","CCND2"
"2444","CCND3"
"2445","CCNDBP1"
"2446","CCNE1"
"2447","CCNE2"
"2448","CCNF"
"2449","CCNG1"
"2450","CCNG2"
"2451","CCNH"
"2452","CCNI"
"2453","CCNI2"
"2454","CCNJ"
"2455","CCNJL"
"2456","CCNL1"
"2457","CCNL2"
"2458","CCNO"
"2459","CCNQ"
"2460","CCNT1"
"2461","CCNT2"
"2462","CCNY"
"2463","CCNYL1"
"2464","CCP110"
"2465","CCPG1"
"2466","CCR1"
"2467","CCR10"
"2468","CCR2"
"2469","CCR3"
"2470","CCR4"
"2471","CCR5"
"2472","CCR6"
"2473","CCR7"
"2474","CCR8"
"2475","CCR9"
"2476","CCRL2"
"2477","CCS"
"2478","CCSAP"
"2479","CCSER1"
"2480","CCSER2"
"2481","CCT2"
"2482","CCT3"
"2483","CCT4"
"2484","CCT5"
"2485","CCT6A"
"2486","CCT6B"
"2487","CCT7"
"2488","CCT8,FMO5"
"2489","CCT8L2"
"2490","CCZ1,CCZ1B"
"2491","CD101,PTGFRN"
"2492","CD109"
"2493","CD14"
"2494","CD151"
"2495","CD160"
"2496","CD163"
"2497","CD163L1"
"2498","CD164"
"2499","CD164L2"
"2500","CD177"
"2501","CD180"
"2502","CD19"
"2503","CD1A"
"2504","CD1B"
"2505","CD1C"
"2506","CD1D"
"2507","CD1E"
"2508","CD2"
"2509","CD200"
"2510","CD200R1"
"2511","CD200R1L"
"2512","CD207"
"2513","CD209"
"2514","CD22"
"2515","CD226"
"2516","CD24"
"2517","CD244"
"2518","CD247"
"2519","CD248"
"2520","CD27"
"2521","CD274"
"2522","CD276"
"2523","CD28"
"2524","CD2AP"
"2525","CD2BP2"
"2526","CD300A"
"2527","CD300C"
"2528","CD300E"
"2529","CD300LB"
"2530","CD300LD"
"2531","CD300LF"
"2532","CD300LG"
"2533","CD320"
"2534","CD33"
"2535","CD34"
"2536","CD36"
"2537","CD37"
"2538","CD38"
"2539","CD3D"
