"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1",11.6907677680628,-0.0597145034467816,0.133979605032051,-0.445698458601192,0.65581507815918,0.854123527816102
"2",13.3224982210569,0.0221745270780681,0.118550605432665,0.187046932380813,0.851623835529523,0.947699369291654
"3",15.1355825868463,0.34816369203547,0.11412782800319,3.05064678901748,0.00228349029559531,0.018935890069058
"4",9.84148068641614,-0.0836633762912525,0.144201532098472,-0.580183685108981,0.561790754526521,0.800502371788802
"5",8.14942224873657,0.0212524459777562,0.16835563707908,0.126235428444689,0.899545567828858,NA
"6",14.3815437196852,-0.128471734876437,0.111686395544381,-1.15028991893096,0.250024481534005,0.543314039816209
"7",10.2437426236896,-0.051183267503513,0.140706473108155,-0.363759153171089,0.716037867018999,0.886047407284769
"8",19.7604887442503,0.0368736441413523,0.117262716005876,0.314453266965985,0.753176805084387,0.904493875205948
"9",22.197590976053,-0.026492627765805,0.0957095167558891,-0.276802439963996,0.78193180753101,0.918581186479749
"10",11.6827891390311,-0.0959538592413343,0.129141486891829,-0.743013430855932,0.457473549024823,0.732962915774009
"11",13.0493271894988,-0.0248746717954163,0.116040060178644,-0.214362796409461,0.83026415147972,0.937951799137515
"12",9.67835373534646,0.126133556951182,0.14888821796677,0.847169498524951,0.396900651990769,0.688894580074477
"13",16.4231304018571,0.081072375007669,0.11089301068413,0.73108642742686,0.4647263640013,0.738081402481264
"14",13.9778531547892,0.0752500720017969,0.11780471315486,0.638769621236438,0.522972813616955,0.77621134549951
"15",14.6160769315091,0.268724509172298,0.125957272615455,2.13345766855962,0.0328872006776352,0.154834637598358
"16",20.3329548670074,0.184362770330762,0.0942013982479761,1.95711288536763,0.0503341978158589,0.206163881590412
"17",15.0114209783141,0.0253197893380673,0.128823998630273,0.196545594045218,0.844183149638464,0.945157023281662
"18",104.013258909712,-0.0868987438001307,0.0592628594620311,-1.46632721723132,0.142559164071315,0.39605813125896
"19",12.2044009478069,-0.0103091463048321,0.152972753936033,-0.067392042305409,0.946269604108503,0.985524313594626
"20",21.0331614596099,-0.0532294428673162,0.0939875550056947,-0.566345649315924,0.571158834086208,0.80680219448358
"21",15.7705664109518,0.0507978382292761,0.120644265248137,0.4210547275065,0.673715119299618,0.863167684853174
"22",34.2823084809462,0.256487450628503,0.0789694105072407,3.24793421884523,0.00116246142166131,0.0106189407632232
"23",15.2765247857409,-0.102329557314501,0.107467019631549,-0.95219498656739,0.340998103116266,0.635401898830781
"24",24.6498707629149,-0.0331549136316483,0.0954244929686417,-0.347446578967347,0.728255845301473,0.891632809008013
"25",6.92665650137206,0.097753031713864,0.163237127265158,0.598840676453931,0.549279134364359,NA
"26",31.9111634763036,0.0551364105052293,0.0755646860583309,0.729658434135063,0.465598994410605,0.738514111361445
"27",22.1611684592183,0.0724099045981886,0.0945068189768043,0.76618708980101,0.443564989000816,0.724644270938599
"28",17.1176263303463,-0.0961290309386409,0.113234521866695,-0.84893749144637,0.395916075603411,0.688374689462011
"29",11.4513757462041,0.129429685269219,0.143675625522747,0.900846506137028,0.367669936712164,0.661799486418592
"30",24.1952574992318,0.65939409525341,0.0993055941935687,6.64004984420218,3.13577093451511e-11,1.06412419532487e-09
"31",18.1091605668557,-0.355233548343779,0.164771426567591,-2.15591717413491,0.0310901331776974,0.148569636749816
"32",9.32206874415079,0.184029227044415,0.140735110965833,1.30762839338004,0.190999381577479,NA
"33",11.4179561406242,-0.0034309160068854,0.122759092987309,-0.0279483655621347,0.977703333351854,0.993973935529768
"34",11.4679308442808,-0.246300932189035,0.133523840929091,-1.84462138353132,0.065092634173203,0.244950676513112
"35",20.4678770462433,0.0966159680384425,0.106685252356092,0.905616904911647,0.365138657942133,0.659139004807551
"36",19.9032033384976,0.257083518245387,0.0920210497435715,2.79374685424458,0.00521012465643913,0.0375495493382814
"37",12.0214855671693,-0.144756994828458,0.131420397124148,-1.10148042462321,0.270687619591905,0.565516326579009
"38",16.6975594260571,-0.0831068917051804,0.105293953793538,-0.789284557289374,0.429945710341937,0.712589395933224
"39",7.87374755270807,-0.0923682399115162,0.156060346072185,-0.591875144687888,0.55393419889882,NA
"40",7.27371296348463,-0.1025723961504,0.175047296480751,-0.58596961057139,0.557895936875148,NA
"41",11.4550752518446,0.0945338354957503,0.127073990611989,0.743927494843556,0.456920340480708,0.732868148088318
"42",9.96478215378534,0.0523073267986781,0.136942855231637,0.381964628313035,0.702487601489376,0.8783358292498
"43",12.1110955223078,0.0949572839087876,0.127690975577129,0.743649137925419,0.45708876745764,0.732881492273655
"44",22.4048562605398,0.0409610475428337,0.0918152398897583,0.446124712978098,0.655507162359768,0.854123527816102
"45",12.5122473921647,-0.124433107153179,0.121511275239476,-1.02404576783467,0.305813657936039,0.601544191097886
"46",7.37859298857075,-0.106040542973053,0.161442225263882,-0.656832763545763,0.511288454840391,NA
"47",11.952537730493,-0.124250925357058,0.137632409642133,-0.902773741156834,0.366645990280529,0.660996794168989
"48",21.2725934038302,0.365283622268134,0.0950091477495029,3.84472054450194,0.000120689898356893,0.0014856329921696
"49",18.897175097852,-0.0377432966109047,0.105176243747056,-0.358857620944095,0.719701604358177,0.887131424744579
"50",14.6157476224088,0.132094689566921,0.121377737815758,1.08829421229971,0.27646524477407,0.57226891523758
"51",18.9471954272828,0.0240116965713296,0.110660959359895,0.216984352116794,0.828220539640078,0.937640867673232
"52",1.83396168086325,0.693286709518843,0.555592749177191,1.2478325365937,0.212092390682751,NA
